review_id,neg,neu,pos,compound,stars,product_category,review_text
fr_0035721,0.256,0.744,0.0,-0.8057,2,luggage,"Not fully satisfied: Not very strong especially on wheels and telescopic handle that shows signs of weakness after the first use already, especially on the black suitcase."
fr_0072309,0.0,1.0,0.0,0.0,2,furniture,Tiny bag : Really very very mini...
fr_0599413,0.149,0.813,0.037,-0.7468,2,wireless,"Clasp that does not hold closed ... : Setting very difficult size I would have to be able to remove a half link to do well!!! Then the clasp is not at all safe, it opens all the time (with a expensive watch it is taking big risks). So I can not recommend this product."
fr_0070043,0.335,0.51,0.154,-0.6235,2,toy,Not really recommended! To see elsewhere: Lack of room is to abuse I'm not yet seen how many pieces missing but I hope there's no shortage of important room!
fr_0296969,0.129,0.69,0.181,0.1901,2,kitchen,"Failure after less than a year: Purchased in December 2017, failed in November 2018. 2-year guarantee but impossible to get repaired by Amazon, how do you claim the guarantee?"
fr_0510776,0.205,0.747,0.048,-0.6444,2,musical_instruments,"No one: Marre des headphones à minimun 20 euros qui n'est pas plus de 3 mois Sound cuts without reason during a listening, verdict, garbage can and one more brand to avoid"
fr_0219342,0.276,0.598,0.126,-0.5023,2,furniture,"Medium: Nice but disappointed, the plan does not match the pieces."
fr_0633915,0.252,0.668,0.081,-0.7303,2,home,"Not at the top: The material makes the cover sheet slip constantly, don't hold in place! Very disappointed, too bad because the effect on the bed was good"
fr_0591280,0.208,0.614,0.178,-0.1243,2,wireless,Very medium : I have a 35 db And it works better so a little disgusted
fr_0704495,0.0,0.948,0.052,0.2846,2,apparel,"Children's dressing gowns: these bathrobes are light, soft and fun but small and the hood doesn't have depth so it doesn't hold on the head they are absolutely not made to sponge but just to bring a little heat on a pajamas"
fr_0071681,0.046,0.668,0.286,0.9558,2,baby_product,To give yourself a good conscience: I bought it for travel and transportation of friends. It is convenient but uncomfortable. The belt connection could be more studied and comfortable So mixed opinion but I found nothing equivalent in case of travel. I think a belt adjustment system would be much more effective in terms of safety. We give ourselves a good conscience
fr_0993778,0.141,0.859,0.0,-0.2755,2,baby_product,"Not top: Pretty bits but it's their only qualities, they sponge absolutely nothing, the milk flows over and stains the clothes."
fr_0275755,0.158,0.631,0.211,0.6484,2,wireless,"Very medium audio quality: Not at all the same audio quality as the Apple. Disappointing considering the comments. The headphones are also not as comfortable. But good, it's 10euros. There's no miracle."
fr_0651748,0.0,0.759,0.241,0.8338,2,wireless,"Presses on the screen protection: Protects the phone correctly nothing to say about the top, but the shell permanently presses on my tempered glass screen protection, which creates a grin when I use the phone. Ultra unpleasant..."
fr_0062277,0.161,0.786,0.053,-0.8339,2,home,Mixed review: Good... Already it's not a cushion but a plush (all the same cute) but I'm disappointed because the description isn't good ... You'd have to change so that other buyers aren't disappointed! It was the cushion side that I liked... Anyway I wouldn't have bought it (it was a gift for a friend) if it had been put directly as a plush. Delivered after the deadline.
fr_0598410,0.074,0.926,0.0,-0.3597,2,home_improvement,"""Precision"" lines: There is nothing specific about these files. The grain consists of a layer of metallic silt on glue. Probably made at the bottom of a garage. Merchandise for the price. So avoid."
fr_0943407,0.328,0.672,0.0,-0.7789,2,lawn_and_garden,"Not effective: Not effective, and I don't have enough confidence to keep it connected all night because it makes noise."
fr_0795007,0.0,0.635,0.365,0.3182,2,furniture,Fair : Too fragile moves a lot
fr_0888026,0.074,0.926,0.0,-0.1531,3,toy,no camera: the drone is what I expected but I thought there would be the camera since it is noted in the title
fr_0590383,0.0,0.891,0.109,0.3506,3,sports,Beautiful but not very reliable: Fragility in the fixing of the wheel. The rubbers are mediocre in the hands and feet.
fr_0096174,0.058,0.8,0.142,0.623,3,home,"Beautiful presentation : The duo presents very well on a table. For the salt it is perfect (if it is not too big). For the pepper, the mechanism seems a little weak to grind it; you feel the motor that weakens, like a moped in a rib :o), but in the end it does. To see over the duration!"
fr_0526599,0.0,1.0,0.0,0.0,3,toy,Children's games : Do his job but not a real pandora
fr_0609309,0.059,0.941,0.0,-0.0516,3,pet_products,conform to what I expected: I bought it for the transport of my conure because too small to leave a bird in time
fr_0443493,0.292,0.708,0.0,-0.6068,3,home_improvement,"Palan not very practical: The craws system, blocks very often. Very difficult to unlock"
fr_0362138,0.179,0.757,0.064,-0.6757,3,kitchen,Great in use but poor reliability: The roll of the rotobrass lost all its hairs in less than a year (70€ to replace it) The battery made the soul after two and a half years.
fr_0477307,0.0,0.924,0.076,0.2057,3,home_improvement,Conform to the description: Most of them are of the right size. Some pearls corner in the bracelet. Do not hesitate to force.
fr_0185694,0.189,0.501,0.31,0.2987,3,wireless,Shows: Sending rewards doesn't work. Tracker ok
fr_0725880,0.0,1.0,0.0,0.0,3,home,For woman or girl : Very convenient for skirt or pants. I didn't try on Jean. The more it is that there are several colors...
fr_0372509,0.18,0.758,0.062,-0.7579,3,pet_products,"Black furniture and opaque glass: Beautiful black furniture and opaque glass. I only put 3 stars because the package was very badly packed. It would have taken bubble paper all around the rooms. Result of the shocks on the shelf and the walls at the bottom. The package arrived in a bad condition, I almost refused it."
fr_0190382,0.214,0.591,0.194,-0.1458,3,home,Plastic aspect +++++ : Very nice . Too bad it is so obvious that it is plastic . Otherwise I like a lot . Warning very small
fr_0845750,0.0,0.92,0.08,0.4263,3,shoes,"not bad : I bought these flanges just to ""decorate"" simple skirs and it gives a nice effect however since the heels are not high , the flange remains a little folded on the side of the shoes but it passes because it doesn't see too much, ravi of my purchase"
fr_0284014,0.116,0.855,0.029,-0.6478,3,pet_products,"This little mower is very practical because it can be used with or without wire. However, as soon as I put on a hoof she doesn't want to cut my dog's hair anymore. I use it instead of a scissor, but I'm very disappointed that I can't use the hoofs."
fr_0130975,0.0,0.748,0.252,0.7506,3,home,too stiff pocket : This pocket is rather stiff to use; which for me plays on the dressage comfort. good capacity. To see wear over time
fr_0290631,0.158,0.451,0.391,0.6315,3,wireless,"Photo: A bad experience, because the camera doesn't work. Disappointed because good phone in hand."
fr_0067919,0.0,0.727,0.273,0.4588,3,baby_product,"variety of colors : Use pr bb, variety and cute"
fr_0585448,0.068,0.819,0.113,0.3634,3,home,"What to see... : I just unpack them. Nickel package but the 2 plates are deformed. I don't think it's very awkward for use, but good that's average if they're deformed from the start..."
fr_0103507,0.128,0.808,0.064,-0.3182,3,wireless,Conforms to descrisption: Product received identical to the original product LG. After some use the cable has a connection defect in connection with the USB C plug and the load is no longer done.
fr_0876388,0.0,0.745,0.255,0.3384,3,furniture,Door handles: Door handles very well packed individually
fr_0276346,0.0,0.739,0.261,0.8622,4,home,"Simple, robust and design: Very nice lamp, design and contemporary. The fixing kit is provided, the notice is clear and very explicit. Attention, it does not come with the bulb. Considering the price, I recommend."
fr_0518797,0.0,1.0,0.0,0.0,4,camera,"it lacks the load thumb: Everything is said in the title, otherwise for now it even works with disposable batteries."
fr_0827512,0.0,0.854,0.146,0.4404,4,office_product,plasticized pouch binder: Good price ratio for this document binder that I use for my part as a range photos
fr_0749895,0.0,0.748,0.252,0.8122,4,home_improvement,very good product : works perfectly .Stanchedness conforms to the description .Product installed under wooden terrace. To advise for the outdoors To see in time
fr_0499401,0.107,0.627,0.266,0.6486,4,home_improvement,I love this sweet : I bought this product to put at my doors to block the entrance while letting the air circulate
fr_0348244,0.182,0.579,0.24,0.1779,4,toy,quality is good: the only thing missing is envelopes
fr_0927000,0.0,0.897,0.103,0.34,4,pet_products,"use: My cat didn't get to know this fountain easily. He's often out there, I think this winter he'll drink there more often."
fr_0898862,0.074,0.926,0.0,-0.1511,4,wireless,"Correct phone, battery quality to review: Telephone conforming to the description displayed by the seller instead the battery is not top."
fr_0050782,0.183,0.677,0.14,0.0083,4,sports,"Solidity : Very nice bag, has several practical storages. Unfortunately the closure of the bag is not very solid."
fr_0280917,0.0,0.584,0.416,0.6908,4,apparel,Not too bad: Not too bad for a made in china
fr_0065284,0.093,0.761,0.145,0.128,4,pc,I can finally use my mouse again. : I was starting to have cramps in my hands by using this magic mouse. This product solved my problem well
fr_0403741,0.0,0.87,0.13,0.2023,4,book,Jador : Order to complete my son's collection The illustrations are at the top
fr_0910743,0.0,0.802,0.198,0.4019,4,wireless,Correct : Is well suited to the s9. In solid air. Only flat: very bling-bling color. Quickly delivered
fr_0301396,0.127,0.75,0.123,0.2228,4,toy,"Great price quality ratio: Almost imperceptible defects (e.g. 1 mm center failure) and bike cardboard quality for cheaper. In some packages the cards are quite rigid, I don't know why."
fr_0213722,0.0,1.0,0.0,0.0,4,automotive,Article conformant but poorly conditioned. : The plate is delivered rolled. So you have to put it in press 24 hours before using it. Then see if it lasts in time.
fr_0282754,0.095,0.621,0.284,0.8905,4,other,Merry Christmas: Gift for Christmas. No great originality but my collection about Mr Eddy would not have been complete without this volume. Beautiful presentation with photos to look at with nostalgia. Delivered in time by Amazon as for every order. Happy parties to all and all
fr_0388959,0.0,1.0,0.0,0.0,4,shoes,Shoes: Reception of the product in time and in line with expectations
fr_0785892,0.0,0.783,0.217,0.7269,4,toy,Rather above expectations: Purchased from my grandson for his birthday. He is delighted and I am satisfied with the appearance and quality of the costume.
fr_0184223,0.0,0.519,0.481,0.5719,4,pc,Perfect: Complies with the description.
fr_0575871,0.114,0.722,0.165,0.652,4,home,"Cute Full: Buy to decorate the windows at Halloween I could decorate two high windows without it making it empty. The material is of good quality even if you have to handle the big pieces gently to avoid them tearing off. If they are dirty a little soapy hot water and they are like new ready to be reused the following year. Only flat as the material is soft, reinstalling the different elements of the pumpkin takes a little patience because by sticking to the glass it is a bit deformed not allowing easy insertion of the teeth. But nothing serious in fact, good article, no bad surprise I recommend."
fr_0836815,0.0,0.333,0.667,0.8402,5,toy,Great: Super economical compared to batteries
fr_0057690,0.083,0.828,0.089,0.0382,5,home,Practical: My first pie had a little glued and had taken a long time to untie. But'the second without problem. I like this mold very much.
fr_0733995,0.0,0.467,0.533,0.8402,5,luggage,Guaranteed effects: School bag. Super awesome with phosphorescent eyes.
fr_0478840,0.0,0.67,0.33,0.936,5,home,Great quality for a repairing sleep: I am 8 months pregnant and I was looking for a pillow at the same time closed and mellow where my head would be well set and well I am delighted with my purchase. Excellent quality.
fr_0112581,0.0,0.635,0.365,0.5574,5,home_improvement,"Top cleaning : Hello, efficient to neutralize the roof of a house"
fr_0429252,0.0,0.448,0.552,0.8122,5,furniture,Very good product : Matches perfectly to the description.
fr_0153640,0.112,0.643,0.244,0.733,5,wireless,Excellent product: Super protection. No problem can happen to your phone. The valve closes with a very effective magnet. I would like this same case for my s6 edge but it does not exist yet. Thank you Amazon! and if it thickens such it remains fine
fr_0071560,0.0,0.548,0.452,0.9303,5,furniture,"Very satisfied : Very nice carpet, corresponding to the photo of the site. Soft and thick. Very good value for money. I recommend this product"
fr_0460981,0.042,0.816,0.142,0.7003,5,toy,"Product faithful to the film: My grandson loved it it mounted in less than 24 hours, i.e. still that a part intervening at the end of the construction is stuck in a corner of the box.do not throw before the end of the assembly."
fr_0228339,0.124,0.479,0.397,0.8661,5,toy,Fully satisfied: never disappointed with the brand Lego Technic good assembly quality and no missing parts I recommend it (other model buggy to mount nice )
fr_0203476,0.096,0.699,0.205,0.3612,5,home_improvement,Top Oiled Parquet: J的 has been using this product for several years. There is no better for oiled parquet
fr_0833786,0.0,0.498,0.502,0.9199,5,home,Top: Delivery in time. Pots are beautiful! Just fill them with beautiful flowers to brighten the garden!
fr_0074505,0.085,0.851,0.064,-0.1787,5,office_product,Canon Calculator: I've had this calculator for a long time. It's very useful to me. But how and to whom to address me for a repair? The print roller no longer works.
fr_0067521,0.0,0.369,0.631,0.8993,5,wireless,Good product: Very good value for money. Quite easy to install.
fr_0567595,0.0,0.748,0.252,0.5719,5,office_product,Bulb unobtainable in store : Arrival bulb in time and in excellent condition
fr_0516325,0.0,0.585,0.415,0.8847,5,automotive,"Hot and thick: Very soft! The hand is warm, as in very thick mittens. Very good quality of material. I recommend."
fr_0023206,0.0,0.794,0.206,0.5994,5,other,"Beautiful and quality belt: For the price, it is a belt that is simple and of quality"
fr_0424006,0.0,0.395,0.605,0.8479,5,apparel,Top item: Very good item matching perfectly the photo.
fr_0437764,0.0,0.871,0.129,0.8316,5,sports,"practical and effective : I am rather in the use of the legs (bike, elliptical, trek..) I was able to quickly observe an improvement in the muscles of the shoulders by doing some exercises every morning for 2 months ( 3 movements recommended on the leaflet ) . It is absolutely necessary to be in front of a mirror to have symmetrical gestures and to stand straight . The strap therefore simply remains in the bathroom and I shower after ^^"
fr_0241581,0.074,0.842,0.084,-0.0763,5,home,We preferred the old one: The old model was cheaper and more solid. This one is made of a very fine plastic. The design is more beautiful but we put less water in it because it never goes down more than the level of the cartridge (the bottom) The system on the bottom is ingenious but this lid does not fit well.
