review_id,neg,neu,pos,compound,stars,product_category,review_text
ja_0971549,0.0,1.0,0.0,0.0,1,wireless,"You can see a message saying that you can't charge anything with your iPhone, you can't charge with your iPhone, you can't charge with your iPhone, you can't charge with your iPhone, you can't charge with anything, you can't charge with your iPhone, you can't charge with your iPhone, you can't charge with your iPhone, you can't charge with your iPhone, you can't charge with your iPhone, you can't charge with your iPhone, you can't charge with your iPhone, you can't charge with your iPhone, you can't charge with your iPhone, you can't charge with your iPhone, you can't charge with your iPhone, you can't charge with your iPhone, you can't charge with your iPhone, you can't charge with your iPhone, you can't charge with your iPhone, you can't charge with your iPhone, you can've got your iPhone."
ja_0410020,0.093,0.907,0.0,-0.5868,1,office_product,"English and Chinese only: The instructions were only in English and Chinese. I can't imagine how well they would work with the first precision settings, but I can only explain English or Chinese with four buttons. I think I'm going to be annoyed if I don't know how to use English or Chinese."
ja_0303438,0.063,0.937,0.0,-0.0387,1,wireless,"Sorry, I thought it could be used because it's pure, but the earphone didn't make any noise at all."
ja_0873121,0.046,0.954,0.0,-0.1531,1,electronics,"In three days after you bought it, it was no use. You bought it as a USB DAC, so in about three days after you bought it, you couldn't hear anything but noise and noise."
ja_0923131,0.313,0.607,0.081,-0.9019,1,drugstore,"There's a lot of damage, but there's a lot of damage to the product that I've been looking forward to, and there's a lot of damage to my birthday gift card, so I'm really uncomfortable buying it."
ja_0265133,0.123,0.877,0.0,-0.395,1,electronics,"I was invited to buy a set with my body, but I realized that I couldn't fit in the charge case without wearing it."
ja_0160171,0.0,0.93,0.07,0.34,1,home,"It's amazing. I've been able to buy it for less than other products, but from the moment I use it, I measured the temperature of the tanbler surface inside the room at 24 degrees outside."
ja_0790246,0.162,0.693,0.145,-0.2119,1,wireless,"Not good at all. A package that makes you think it's Japanese made, but the content of a person's introduction to the film is so bad that it's on the back of the package until it's ready, and it's funny."
ja_0548389,0.102,0.878,0.019,-0.7096,1,sports,"Just industrial waste: If you can't connect to your phone, you can't buy a watch because you want to use it for exercise, but you didn't recognize whether your app download QR code was poor or not. So you typed the URL in the browser, but eventually you download the app from GooglePlay from the beginning."
ja_0708817,0.04,0.904,0.056,0.1901,1,digital_ebook_purchase,"Not type: I took this book because I wanted to build up the skill to explain it to my boss, but I didn't take it for granted. The seven ""types"" in this book are just seven tricks instead of the sequence of instructions and selections."
ja_0665398,0.072,0.726,0.202,0.4497,2,video_games,"The answer is that Amazon is too good to be true, is psvr a good thing, that you emailed the code when you asked him if he didn't get the code, but is Amazon side mistaken for ps4 campaign code?"
ja_0058485,0.623,0.377,0.0,-0.5106,2,beauty,It was a disappointment.
ja_0880755,0.083,0.775,0.142,0.7548,2,kitchen,"There were no instructions, no warrants, no warrants: The goods arrived immediately after buying them, but I still don't know how to use them without any instructions or warrants, it's not cheap, it's electric, it's electric, so I'm sure I'm more comfortable buying them at the house-to-house shop than at home."
ja_0649071,0.259,0.624,0.117,-0.827,2,kitchen,"There are bad products: 1 of 3 points in which the remote control doesn't work, but it's a little regret. If you ask me to do it again, I'll hesitate to order another order. I think it's nice if the structure of the dynamic part isn't interesting and bad."
ja_0682556,0.08,0.92,0.0,-0.1232,2,toy,"And I thought, ""Well, I'm not sure if I'm going to do this, but I'm going to do this."""
ja_0201418,0.096,0.724,0.18,0.5042,2,sports,"Color bald: I opened it right after it got here, but I'm a little sad that it's a little pale like the image. But it's very nice when it comes to sound, isn't it?"
ja_0206368,0.0,0.675,0.325,0.9001,2,grocery,"It's like, you know, it's like, you know, a little bit of black sugar in a lump of black sugar -- it's too sweet -- it's like black sugar, just like everyone else said."
ja_0653380,0.0,0.899,0.101,0.2617,2,drugstore,"Delicate: It might be good in the room, but when you wear it outside, the cold air has cooled the twits themselves, and the other way around, it's cold."
ja_0293920,0.071,0.902,0.026,-0.6799,2,automotive,"It broke down immediately: This is the first time we've bought a mirror type because of an existing Drareco malfunction, so the power has been connected to the regular power source that it takes out of conventional fuses, so the front camera can be used immediately by attaching it to a mirror. If you put a back camera on a weekend's holiday, and you put it out of the building from inside the building, and you put it out of the building. When the installation is finished, the back camera's contact is so bad that it doesn't work properly."
ja_0220709,0.0,0.888,0.112,0.2263,2,kitchen,"Before going to bed: When I went to bed, I got up and I was surprised by the bicho."
ja_0851117,0.031,0.84,0.13,0.4404,2,home_improvement,"The wires are fine and hard to use for amateur maneuvers: It seems to work properly for a pressurized lubricant, but it wasn't able to connect well with a simple man. It seems that you have to connect properly."
ja_0059535,0.382,0.618,0.0,-0.7003,2,kitchen,It's a tough fight when you get out of the box and you're in trouble.
ja_0352054,0.049,0.832,0.118,0.7013,2,wireless,"In clothing, I think it's nice, but it's also great for women. Isn't it a man? Is it a man? Is it a man? Is it a man? Is it a man? Is it a man? Is it a man? Is it a man? I'm looking for a bluetoobox for running for running, but I can get it right away? I'm disappointed. I tell you, I'm not looking for any human engineering, but I want you to think about how long the code is going to work."
ja_0228434,0.051,0.87,0.079,0.1027,2,electronics,"For now, a good player: It's good to be used, but it hasn't been a day yet. For Using the Vikings alone, I used other products, but I was able to pick them back, but the rabbit was very loud, so I bought them two or three days ago. I used bluetoo4.1."
ja_0711504,0.058,0.898,0.044,-0.1787,2,watch,"I'm very sorry.: I think the quality of the body's skin is very good. However, when the pins in the antibarry area are so short that they fall off the arm immediately. I'm going to use them somehow, but I'm going to stop buying them again."
ja_0226156,0.0,0.567,0.433,0.7269,2,wireless,It's pretty good.: I used it for a year. I think it's good.
ja_0054450,0.042,0.84,0.118,0.85,2,wireless,"Two copies of them were appreciated, but I bought them because they were both priced. Nice to see that the edges of the glass are round and correspond to the glass of the body, but since the black frame is smaller than the liquid of the body, it hides a little bit. Also, the edges of the glass float a little bit, and the garbage gets stuck around. It's nice to see that the glass itself is very smooth, but I've been concerned about it for a while. It's cheap, but I think I'd like to keep on buying it for a while."
ja_0533467,0.0,0.654,0.346,0.7906,2,sports,"Well, well: When I fell in and went to bed, I got a black thread. I hope you'll be okay if you do the laundry."
ja_0862914,0.118,0.822,0.061,0.0559,2,shoes,"It's hard to put it on, but it's not practical to put it on. It's hard to put it on because it's hard to put it on. If you put it on, you're sure you don't want to use it when you put it on."
ja_0997156,0.0,0.68,0.32,0.5106,2,wireless,Using iPad Pro 11 (iPad ProFSIM free version). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
ja_0493139,0.0,1.0,0.0,0.0,3,kitchen,At least three things are cheaper: Buy one out of four was in contact with someone to pick up a sensor light bulb. You should check everything when you buy one.
ja_0589242,0.072,0.928,0.0,-0.1027,3,wireless,It's hard to apply it... because there's a bubble in the middle and there's a lot of transparency in the center.
ja_0657680,0.0,1.0,0.0,0.0,3,apparel,It's too big.
ja_0830234,0.0,1.0,0.0,0.0,3,home_improvement,"If you ask QA for answers, I'll review it, and I don't write anything about it."
ja_0674390,0.3,0.675,0.025,-0.9725,3,electronics,"It's like making speakers out of small magnets and large coils. I put a neodium magnet at the end of my earplug, but I was able to hear the sound anyway. However, there are problems where battery-powering is so bad that it can be overheated, and it's likely that it's just too bad for cheating."
ja_0754709,0.0,1.0,0.0,0.0,3,industrial_supplies,There's noise.
ja_0842611,0.149,0.753,0.098,-0.0644,3,apparel,"Buttons are too small: The size and materials were no problem, but unfortunately, the buttons are too small. Since last opened underwear were bought for hospital care, I can't hold them off on my own when I'm disabled."
ja_0099259,0.046,0.796,0.157,0.6776,3,automotive,"It's cheap, it's cheap, it's good, it's dark, it's accurate, and it's just like point out, if you're used to CSPs, COBs and power LEDs, you're going to feel like a long time ago, and it's not as popular as it was 10 years ago."
ja_0983899,0.0,0.353,0.647,0.9932,3,office_product,I'm glad to hear that. &gt;&gt;That's great. &gt;&gt;I've printed the image in detail compared to other companies. &gt;&gt;That's great. &gt;&gt;That's great. &gt;&gt;That's great. &gt;&gt;That's great. &gt;&gt;That's great. &gt;&gt;That's great. &gt;&gt;That's great. &gt;&gt;That's great. &gt;&gt;That's great.
ja_0121459,0.085,0.915,0.0,-0.3412,3,book,It's not good if it doesn't arrive on the opening day.: It's not even in the plastic late shipping. I'll go to the bookstore to buy it.
ja_0712684,0.102,0.898,0.0,-0.5279,3,wireless,"A little nervous: I'm afraid I'm not going to be able to bear the shock because the cover itself is thin, and when I'm afraid I'm going to slip off, my iPhone is red, so I don't feel any different color in itself."
ja_0200900,0.208,0.722,0.07,-0.5859,3,home,"Use Mode: This tong has been useful, but sometimes it's hard to get rid of it when it's sad. I used it as a rule."
ja_0627871,0.0,0.419,0.581,0.9774,3,apparel,"It's pretty cool, isn't it? &gt;&gt;Yeah. &gt;&gt;Yeah. &gt;&gt;Yeah. &gt;&gt;Yeah. &gt;&gt;Yeah. &gt;&gt;Yeah. &gt;&gt;Yeah. &gt;&gt;Yeah. &gt;&gt; Yeah. &gt;&gt;&gt; Yeah. &gt;&gt; Yeah. &gt;&gt;&gt; Yeah. &gt;&gt; Yeah. &gt;&gt; Yeah. &gt;&gt; Yeah. &gt;&gt; Yeah. &gt;&gt;&gt; Yeah. &gt;&gt;&gt; Yeah. &gt;&gt; Yeah. &gt;&gt;&gt;&gt; Yeah."
ja_0593506,0.037,0.888,0.076,0.3612,3,video_games,"The soft storage part is hard to use: I've got to re-install the software, so I'm carrying it somewhere else. I think it would have been better if I hadn't had the cheaper ones without the soft storage."
ja_0619005,0.0,0.93,0.07,0.7003,3,wireless,"And I think that's a good idea, because I think it's a good idea. &gt;&gt;I still don't know how long it's going to be. &gt;&gt;I don't know how long it's going to be. &gt;&gt;I don't know how long it's going to be. &gt;&gt;I don't know how long it's going to be. &gt;&gt;I don't know how long it's going to be. &gt;&gt;I don't know how long it's going to be. &gt;&gt;I don't know. &gt;&gt;I don't know. &gt; &gt;&gt; &gt;&gt;&gt;I think. &gt;I don't know. &gt;gt;gt;gt;&gt;&gt;&gt;gt;gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt."
ja_0496371,0.0,1.0,0.0,0.0,3,kitchen,There's a lot of noise. &amp;gt;&amp;gt; It's a lot of noise. &amp;gt;&amp;gt; It's a lot of noise. &amp;gt;&amp;gt; It's a lot of noise. &amp;gt;&amp;gt; It's a lot of noise. &amp;gt;&amp;gt; It's a lot of noise. &amp;gt;&amp;gt; It's a lot of noise. &amp;gt;&amp;gt; It's a lot of noise. &amp;gt;gt;&amp;gt; It's a lot of noise.
ja_0342512,0.194,0.675,0.131,-0.1053,3,automotive,"3D is good for 3D. Just because my bike doesn't fit my size, I'm using the lower section."
ja_0482504,0.112,0.803,0.085,-0.1655,3,other,"There are a lot of videos. - I'm glad to see the Walking Dead, but I feel that the monthly fee is a little high."
ja_0881619,0.0,1.0,0.0,0.0,3,automotive,"It's not smooth, but thin: it's just a rubber cover."
ja_0073005,0.0,1.0,0.0,0.0,3,shoes,It's not for business: it's heavy. It's a priceable item. I usually buy 23cm and 23cm in standard size.
ja_0516120,0.204,0.575,0.221,-0.1027,4,kitchen,"Children can be taken care of. &gt;&gt;An adult's idea is that they are a wonderful storage unit, but it seems like every child's problem is a problem."
ja_0630765,0.052,0.656,0.292,0.7428,4,wireless,"I like it: I didn't put it very well, but it was hard to get something like dust on top of it. It was cheap and quick."
ja_0816412,0.0,0.784,0.216,0.555,4,apparel,It was lighter and lighter than I thought it would be! I'm glad I bought it!
ja_0648680,0.092,0.908,0.0,-0.6901,4,book,"I didn't use any other reference books, but I did pass the test one step at a point of about 70 percent. If I didn't have any original knowledge, I'd be able to understand it. If I didn't, I'd be able to step up to a higher level of test and test level in the review, but I didn't feel that it was too difficult."
ja_0793590,0.124,0.796,0.08,-0.5368,4,other,"The best thing I could say is, ""Why didn't you shoot each other from the distance of each other's radar enemies, and why did you change the way war and the way it was created?"" That's what I knew for the first time that I knew what it meant to be able to fight in a Mobil, and I didn't know what it meant to be able to do so long ago."
ja_0354537,0.079,0.876,0.045,-0.128,4,pc,"There's no problem with use: It was easy to recognize and use. For some reason, Reciba had one in the box and one in the mouse. I thought it could be used for reserve, but only one in the box was paired."
ja_0750412,0.1,0.599,0.301,0.9442,4,video_games,"Clear storage: I've been so frustrated by my child's lack of space to play games because I didn't know there was such a good thing, but I'm very happy. I'm worried about whether I can take advantage of the opportunity or not, but I'm also happy because I'm also able to charge with the air-conditioners and the charge."
ja_0563850,0.0,0.748,0.252,0.6187,4,kitchen,"Good: Buy four or five slices of bread for baking only. I feel like it's delicious, but if the bread is thin?"
ja_0123528,0.0,0.829,0.171,0.5719,4,wireless,"The red iPhone, the black phone, the translucency is delicious, and it doesn't stick too close to the body."
ja_0326102,0.04,0.808,0.152,0.4873,4,kitchen,"Safety for children: The design is cute and light, so it's convenient to carry it! If it's hot outside, it's just a warm breeze and it's not cool, but it's enough for shade and night."
ja_0245502,0.0,0.879,0.121,0.8626,4,home_improvement,"It's useful. &gt;&gt;I've got a lot of reviews and high prices, so I've done this. I hope the door is a little more solid. I wish I could have bought it even if it felt a little thin. &gt;&gt;I didn't know what to do. &gt;&gt;I didn't know what to do. &gt;&gt;I didn't know. &gt;&gt;I didn't know what to do. &gt;&gt;I didn't know what to do. &gt;&gt;I didn't know what to do. &gt;&gt;I didn't know what to do. &gt; &gt;&gt; &gt;&gt;&gt;I did I didn't you didn't know. &gt; &gt;&gt;&gt;&gt;gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt&gt&gt&gt&gt&gt&gt&gt&gt;&gt;&gt;&gt;&gt;&gt;&gt&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt"
ja_0973677,0.0,0.609,0.391,0.9754,4,sports,"Kospa: I chose it because it was cheap, but I was afraid it would be OK, but I didn't use it. I looked at the bathroom, looked at the Amazon Prime, thought I was on a diet and bought it. Thanks to that, I'm enjoying a pretty comfortable bath."
ja_0379505,0.0,1.0,0.0,0.0,4,automotive,"I thought I'd use it when I fix it. I haven't used it yet, so I don't know how to use it, but I can use it normally."
ja_0037805,0.0,0.256,0.744,0.9896,4,grocery,It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;It's good. &gt;&gt;&gt;I's good.
ja_0353527,0.0,0.9,0.1,0.1406,4,beauty,"Well, I'm using it. It's not dramatically white, but it makes my teeth a little rough."
ja_0291982,0.0,0.873,0.127,0.4404,4,sports,"Forms are heavy, so you can swing slowly while checking your arms, molds, and hip movements. I think it's good for preparation."
ja_0581999,0.0,1.0,0.0,0.0,4,kitchen,"Now, I didn't know if I was going to do it, but I didn't know if I was going to do it, and I didn't know if I was going to do it, and I didn't know if I was going to do it, and I didn't know if I was going to do it, and I didn't know if I was going to do it, and I didn't know if I was going to do it, and I didn't know if I was going to do it, and I didn't know if I was going to do it."
ja_0348551,0.064,0.639,0.296,0.6115,4,kitchen,"Take a taste of calm: He's a little hard work, and he's satisfied with the atmosphere."
ja_0701493,0.094,0.849,0.057,-0.2935,4,automotive,"Car test price: You can buy it and install it for the 2016 883N irons, but it's been available for six months. By the time you get in the morning, you've had enough cloudy lights, but you've been able to get very comfortable at night. Today, you've been able to see the user's car, and you've scaled it, and you've got 180hd. It's no problem because it's a 150hcd, so you don't want to check your bike shop."
ja_0972114,0.0,0.674,0.326,0.8779,4,watch,The case is better: Make it better than the body or the case thought. I just feel like it's easier to use a little larger holes around the electrode.
ja_0283158,0.0,0.504,0.496,0.994,5,beauty,"It's a nice design! &lt;i&gt;A nice design! &lt;i&gt;In a word, it would be nice for a present! &lt;i&gt;It wasn't even possible to try to bend it! &lt;i&gt;It was so easy to use and to brush your nails lightly! &lt;i&gt;It's so bright that it's beautiful! &lt;i&gt;It's so beautiful! &lt;i&gt;It's so beautiful! &lt;i&gt;It's so beautiful! &lt;i&gt;It's so beautiful! &lt;i&gt;It's so beautiful! &lt;i&gt;It's so beautiful! &lt;i&gt;i&gt;It's so beautiful!"
ja_0523357,0.025,0.853,0.122,0.7832,5,pc,"Fitting and untiring: I found a phone touch that didn't work well, so I bought it, and I thought I'd buy it because I'd found it, because I had a lot of contact with the latest online games. I also had a USB cable, and I could use it immediately, and I could play 10 meters on wireless. I think it's very easy to carry. It's very light and convenient for my own home and friends."
ja_0839784,0.0,0.566,0.434,0.7845,5,watch,I'm glad to hear that. &gt;&gt;The design and color are beautiful.
ja_0216719,0.0,0.61,0.39,0.75,5,grocery,That's nice! &lt;i&gt;I gave you a present for a little tea. &lt;i&gt;I was delighted.
ja_0334293,0.0,0.866,0.134,0.7696,5,beauty,It's the best product you've ever had. &gt;&gt;I've been e-mailed over and over until I write a review. &gt;&gt;What's the point of deciding how many letters I want to write? &gt;&gt;It's my opinion! &gt;&gt;It's my opinion! &gt;&gt;It's my opinion! &gt;&gt;It's my opinion! &gt;&gt;It's my opinion! &gt;&gt;It's my opinion!
ja_0924667,0.0,0.81,0.19,0.5719,5,apparel,That's good. &gt;&gt;All right. &gt;&gt;All right. &gt;&gt;I tried this band by putting it on top of the tank with a regular bath cup.
ja_0931702,0.0,0.582,0.418,0.9427,5,automotive,"It works well and the blue LEDs are clean: design and vision are good for the individual, but functionally good. The lamps are also beautiful, and they're cheap, and they're not complaining."
ja_0514923,0.0,0.703,0.297,0.765,5,automotive,This is a hit: it's easy to use. I like it and I repetited it. I put it in my work car and treasure it.
ja_0914015,0.131,0.808,0.061,-0.4333,5,industrial_supplies,"It shakes because it supports one pipe: it's a turn on the pipe, so it's a big shake. And since the root weld is not so strong, I wonder if the large parabolas and heavy antennas are too tight."
ja_0576911,0.0,0.59,0.41,0.8292,5,toy,"I'm very pleased: the colors are bright and beautiful. I thought they were small, but I like them very much."
ja_0026723,0.0,0.8,0.2,0.3612,5,home_improvement,It's going to work. It looks like it's going to work. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
ja_0820765,0.0,0.812,0.188,0.6333,5,toy,I'm so glad you're here! &lt;i&gt;It's so great!&lt;/i&gt;&lt;/i&gt; &lt;i&gt; &lt;i&gt;The kids were so happy.&lt;/i&gt;&lt;/i&gt; &lt;i&gt; &lt;i&gt; &lt;i&gt;I'm so happy!&lt;/i&gt;
ja_0618037,0.05,0.857,0.094,0.5594,5,camera,"I've chosen two: I've been doing my work and I've come up with a purchase of ""I'm going to take a clean video."" What I didn't want to buy when I bought it was that I had a lot of trouble looking at this Ozmo mobile, compared to all the so-called evolutionary versions. But look and color 2 is a little bit better!"
ja_0566924,0.0,0.909,0.091,0.2023,5,home,"It's not too big, it's too small, it's just fine. I picked a cover and I could use it for men too."
ja_0274182,0.289,0.711,0.0,-0.6476,5,digital_video_download,I'm sorry to hear the action of Cho Yunfa's two Knife guns was so poor.
ja_0757481,0.0,0.841,0.159,0.833,5,kitchen,"It's easier to feel when you're in the cold, but when you touch it, your eyes feel warmer and warmer. There's a lot of occlusion around your eyes. You're wearing them every night, but you're not missing most of them in the morning, and I think you'll get a lot of turnovers when you get up in the morning."
ja_0911889,0.0,0.75,0.25,0.9189,5,automotive,"Usability: I didn't come fast for Huawei P20lite, but I bought the phone as a platform to use as a navigational platform. I found that the instructions were no-jamas, but I was pretty sure it wasn't a problem. The box was full when it arrived, but I thought it was a problem."
ja_0227408,0.0,0.748,0.252,0.9381,5,electronics,"Best! So far today, I've received a package that looks smaller and easier to carry than I expected. I don't know. It's as if I've tried both the iPad and the phone for a long time. It's like I've tried it with my favorites. It's easy to listen to music without looking for a high note."
ja_0825044,0.0,0.315,0.685,0.999,5,apparel,"It's getting cold, so I bought it as her gift, and it's got a volume, so it's really cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool, it's cool!, it's cool, it's cool, it's cool, it's cool, it's cool."
ja_0722234,0.0,0.715,0.285,0.8016,5,video_games,I'm glad you delivered the beautiful product! &lt;i&gt;The store was out of stock.&lt;/i&gt;&lt;/i&gt; &lt;i&gt; &lt;i&gt;You should have ordered it.&lt;/i&gt;&lt;/i&gt; &lt;i&gt;
