review_id,neg,neu,pos,compound,stars,product_category,review_text,original_text
zh_0060758,0.039,0.802,0.159,0.9278,1,book,"There was no value in thinking that Hong Kong's host should have a certain skill in speaking, but that it was more of a matter of heart and love, hoping to respond to different situations. But the book took three hours, little text, lots of illustrations, rabbitski illustrations, and applied to little friends to look at rabbitski's cartoons. 40 small stories, presented by two virtual owners, described some of the basic rituals and conversation techniques that applied to radios or meetings. There is no interlocutor and there is a need to deal with the content of different conversations. The first one-star review.",空洞!毫无价值 : 本来以为香港主持人应该有一定的素养，说话能有些技巧，其实技巧更多来源于内涵和情商，希望有对于不同情况的反应。但是大失所望!本书耗时3个小时，文字很少，插图很多，兔斯基插图，适用于小朋友看看兔斯基的漫画。。。共40个小故事，以两位虚拟主人公展开，描述了一些适用用电台或者聚会的基本礼仪和谈话技巧。没有情商和需要处理不同情况谈话的内容。第一次一星差评。
zh_0770516,0.133,0.748,0.12,-0.2023,1,book,"Photos of the new book: When the new book is opened, see the photo, the top of the book is defective, the whole book is not aligned and it feels like it's falling apart. The book's content is good, five stars. The quality of the book is flawed, and it's bad.",新书的照片 : 新书打开后，参见照片，书外表上部有缺陷，整本书有两处对不齐，有些快散架的感觉。书的内容不错，5星。书的质量有缺陷，差评。
zh_0902300,0.198,0.802,0.0,-0.8957,1,baby_product,"Why is this packaging different from before, and what happens to the baby's stomach pains: this time it's different from the previous ones: there's no metal lid at the opening of the packaging, there's no metal lid at the opening, there's no paper seal at the opening, there's no silver white, there's gold at the bottom, there's no code at the bottom.",这次的包装为什么和以前不一样，宝宝吃了肚子疼是什么情况 : 这次发来的两听包装和前几次的不一样： 这次包装开口处没有金属盖子，原来有的 开口处的密封纸不一样，这次是银白色原来的是金色 底部打码也不一样 请确认下这个包装是否是合格正品，宝宝这两天吃了很不舒服
zh_0438680,0.242,0.758,0.0,-0.6249,1,book,"For me, it's an old book: it's worn out and dirty. It must be old. It's so expensive.",买给我的是旧书 : 书的封皮破损而且很脏，肯定是旧的。这么贵的书不知道怎么对得起读者
zh_0878552,0.0,1.0,0.0,0.0,1,apparel,"White has fluorescent agent: white has fluorescent agent, so many clothing types are white, and now they're afraid to buy white stuff.",白色有荧光剂 : 白色有荧光剂，好多衣饰类白色都如此，现在都不敢买白色的东西了。
zh_0412189,0.223,0.777,0.0,-0.7326,1,wireless,"I'm so disappointed: it's too small, the edges don't fit at all, it's ash, the tools don't work at all, it's not worth more than 80, it's $5-10.",太失望 : 贴膜小也就算了，边缘根本不贴合，粘的都是灰，工具根本不好用，山寨大厂，根本不值80多，也就5-10元的东西
zh_0177386,0.477,0.458,0.065,-0.8953,1,kitchen,"It's bad! It's bad! It's hard to say. Every time you shop from the Amazon, it's bad.",差差差差！！！！！！ : 无语。。。。。每次从亚马逊购物都有商品在包装破旧的情况
zh_0460540,0.0,1.0,0.0,0.0,1,home_improvement,"Comments to be reviewed: writing an unsatisfactory comment cannot be published yet. Ha-ha-ha-ha, tunnel Chinese.",评论要审核的 : 写个不满意评论还不能发表。哈哈哈哈，地道中国式
zh_0895982,0.151,0.793,0.055,-0.7906,1,book,"After the evaluation, the book was a good book, and it was just too bad after the sale of the Amazon, and the next zero wallet from Japan was taken at the beginning of the month, when it was taken, and the money was paid. The result was a month without any logistical information, or a customer’s own service, and told that there was no way to make a complaint, and there was no way to complain.",评价完就卸载它，永不回头。 : 书是好书，只是亚马逊售后太差，月初拍下一款日本发货的零钱包，拍的时候有货，付完款就没货。结果等了一个月也没个物流信息，还是自己主动联系的客服，被告知出现这种情况没有办法，想投诉也投诉无门。评价完就卸载它，永不回头。
zh_0306624,0.021,0.667,0.312,0.9595,1,digital_ebook_purchase,"The three visions of the fall and the French romance: than the Count of Mount Christ, the three visions of this book are hard for me to understand. Perhaps I really don't understand the so-called French romance, to help the queen and her lover, friends, to eat and gamble, to seduce a married woman...",崩塌的三观和法式浪漫 : 比起基督山伯爵，这本书的三观真是让我难以理解，可能我真的不懂所谓的法式浪漫，帮助王后和她的情夫，朋友之间吃喝赌，勾引有夫之妇……
zh_0748327,0.0,1.0,0.0,0.0,2,other,"There's noise, there's noise, it's noise, it's noise, it's noise, it's noise, it's noise, it's noise, it's noise, it's noise, it's noise, it's noise, it's noise, it's noise, it's noise, it's noise, it's noise, it's noise, it's noise, it's noise.",有噪音 : 听一会就有噪音 要关掉声音之后才会好 过一会就又有了
zh_0218812,0.151,0.692,0.157,0.0243,2,kitchen,It's not as good as it's supposed to be: things smell like something.,没有想象中的好 : 东西有股味道，物流没收到货就签收了，还不通知
zh_0950376,0.17,0.83,0.0,-0.394,2,watch,"It doesn't blacken your arm that much, but it's almost drunk in two months.",掉色，慎拍 : 佩戴两个月，表链掉色了！掉色不会让胳膊变黑那么严重，但是就俩月就掉的差不多也是醉了。
zh_0652625,0.151,0.815,0.035,-0.8564,2,book,"In Amazon's first disappointment, it's a bit disappointing, because when I read this book in the library, it's very slippery and qualitative, and I think it's nice, so I'm gonna buy it and put it back, and I'm gonna get it back, and I'm gonna get it back on the cover, it's a little old, it's a little rough on the inside, it's not very good on the font, it's a lot worse than I've seen before.",在亚马逊的第一次失望经历 : 有点失望，因为之前在图书馆看这本书的时候，书本纸张啥的是很滑很有质感的，觉得这本书挺好，就准备买回来放一本，收到的时候见封面比较旧，内页纸张粗糙，字体印刷也不是很好，跟之前看过的差太多了
zh_0136694,0.091,0.737,0.171,0.1779,2,beauty,"It feels like fake: 100% of the hohuba oil will be solid at 7 degrees, and this one won't be firm at 0, and it's believed in the Amazon before.",感觉是假货 : 100%荷荷巴油7度会凝固，这瓶0下都不凝固呵呵了，哎之前还挺相信亚马逊的，护肤品这种东西买到疑似假货真心塞，以后还是去专柜买吧。
zh_0215103,0.093,0.851,0.055,-0.0868,2,kitchen,"Not recommended: it's not good for a family of five, only for me and my little friend, and everyone else shows high, but our family isn't fat, and I can't do it in two days!",不推荐 : 不好用，一家五口，只有我和小朋友能测出体脂，其他人都显示偏高，但是我们家里人都不胖，两天后我也测不出来了！
zh_0151084,0.058,0.641,0.301,0.8379,2,beauty,"Foamists' worries: It took a while to really love a fine-faced product. But something is good, and it can still be taken away if you like it.",泡沫主义者的忧桑 : 用了一段时间，真心对啫喱质地的洁面产品爱不起来。。。不过东西是好东西，喜欢它还是可以带走它
zh_0114994,0.247,0.753,0.0,-0.5574,2,apparel,"There's a piece of dirt coming in, a return application, no courier contacting me, waiting for a long time.",差评 : 发过来有块脏 申请了退货 也没有快递员联系我，等了很久，都没有退成
zh_0165949,0.221,0.779,0.0,-0.6239,2,shoes,"Bad: it's not real, it's man-made leather, it's normal to work. It's turned over to someone else. It's not recommended.",差。 : 不是真皮的，人造皮革，做工也很一般。转手给别人了。不建议购买。
zh_0181503,0.092,0.908,0.0,-0.0572,2,apparel,I don't want to buy it. I thought it was cotton. I thought it was elastic.,建议不买 : 买之前以为全棉，有弹性腿摆，应该不错，结果第一次穿，就成喇叭裤了！
zh_0840736,0.1,0.9,0.0,-0.25,2,digital_ebook_purchase,"You can't download the recording: as provided in the book, you can't open the site, let alone download it.",下载不了录音 : 按书上提供的[...]，网址打不开，更不用说下载了
zh_0745418,0.0,1.0,0.0,0.0,2,other,"Why is the price inconsistent?: The price is 1450, the actual payment is 1520, the freight is 0, why? Why is it less than the three-star evaluation?",为什么价格不一致？ : 标价1450，实际收款1520，运费为0，为什么？为什么低于三星评价就通不过？
zh_0131237,0.097,0.903,0.0,-0.4019,2,automotive,"It's been a while, and now there's a problem. I bought it on September 1st: it's always the screen, every time it starts, it's the screen for about a minute.",用了一段时间，现在出现问题了~ 我九月一号买的 : 总是会花屏，每次开机 一分钟左右 就会花屏~~
zh_0712495,0.0,0.629,0.371,0.765,2,book,"Teacher's recommendation is worth buying: teacher's recommended toolbook is certainly worth buying. Prices are fair, delivery is not as fast as expected, but acceptable.",老师推荐 值得购买 : 老师推荐的工具书，肯定值得购买。价格还算公道，送货速度没有预期的快，不过也能接受。
zh_0199103,0.038,0.945,0.017,-0.3804,2,digital_ebook_purchase,"Words are too small: when you look at the kindle paperhite, even if you choose the largest font, the word actually appears to be as big as the number 5. Because pictures and words have to be narrowed to the size of the kindle page. I knew it would not be bought. The children's books are especially taboo. The book is also a line of pictures, so page turns are very frequent, and it's very uncomfortable.",字太小 : kindle paperwhite上看的话，虽然选择最大号字体，实际显示的字可能只有小五号那么大。因为图片和字要缩小到kindle页面那么小的地方。早知这样就不买了。孩子的书，尤其忌讳字小。另外此书都是图片加一行字，所以翻页特别频繁，kindle就老是闪，这种感觉让人也很不舒服。
zh_0974951,0.0,1.0,0.0,0.0,2,wireless,"It's available at the beginning: it's working at the start of the data line, it's been used as a back-up charge, and you can't charge it recently.",开始的时候可以用的 : 数据线开始的时候还好用的，一直作为备用的充电线，最近你无法充电了。
zh_0901271,0.066,0.934,0.0,-0.4168,2,book,"Taiwan shouldn't be buying it: I was looking forward to this book, but I found out that the price was not a renminbi price, probably a new Taiwan dollar, and that it was more expensive than the new book. Why is it not clear?",不应该买台湾出版的 : 原来很期待这本书，可是拿到却发现价格好像不是人民币标价，可能是新台币，结果一算比新书还贵。为什么没有说清楚？
zh_0267402,0.028,0.837,0.136,0.7124,2,book,"CD-ROMs can't be played: the book's contents are well written, and the contact points are noted, but it's not well organized, it's always out of tune, it's going to go over and over. It doesn't take into account the user's ease of use. It should be about cross-references or bottom-downs.",光盘播放不了哦 : 书的内容写得不错，讲了联系上的注意要点，但书的编排不好，总是图文不对应，要翻来翻去的对照。没有考虑到读者使用的方便。应该图文左右互参或上下互参啊
zh_0495298,0.0,0.642,0.358,0.4404,2,sports,"Quality looks good: Quality looks good, but it's molded.",质量看起来不错 : 质量看起来不错，但已经发霉了，只好退掉！
zh_0393063,0.102,0.798,0.1,0.2177,2,baby_product,"It's not the old Amazon, it's uncomfortable: the thing's not working, the two stars are for Amazon. The first shipment was loaded with a box from a Wangwan flagship shop, suspected of being a self-employed client, and the guest convinced that it should be sold for free in Amazon's own box, and I felt moved. The second box was brought with a close look at the address of another person's receipt.",已经不是以前的亚马逊了，很让人不舒服 : 东西还没用，2星给亚马逊。第一次收到货用了一个旺旺旗舰店的盒子装，怀疑是不是自营的找了客户，客服说自营应该用亚马逊自己的盒子，此单可以免费换，我还觉得很感动。结果第二次拿来的盒子仔细一看上面贴着另一个人的收货地址，应该是别人退货的吧……总给人不舒服的感觉。算了只能这样了。以前很信任亚马逊现在完全不信任了。以后不在这里买了
zh_0741478,0.0,0.925,0.075,0.2382,3,electronics,"The sound is good, because there's a lot of scratches and scratches on the headphones: a lot of paints and scratches, but they don't affect the sound.",音效还行，就是耳机上有多处划痕和掉漆 : 有多处掉漆和划痕，但是不影响音效，总感觉是二手的，总体还行吧
zh_0280504,0.138,0.749,0.114,-0.2168,3,shoes,"Comfortable: 43.5 on a regular basis, this 44 is a little bit too big, it's not as comfortable as you think. Sketch's feet are better, but they're not as good as they look.",舒适性一般 : 平时43.5，这个44有点偏大，没想象中舒适，斯凯奇的脚感要好点但没这鞋好看
zh_0369793,0.0,0.959,0.041,0.0258,3,toy,"As a matter of fact, the baby's got to focus on the lion's head in front of me, and the kid's learned to walk a little and push it.",一般般 : 于我宝宝略鸡肋~ 宝宝都把重点放到前面狮子头那里了， 这个是小孩已经学会一点点走路后推就好一些。 但这样的用处已不是学行车了呀
zh_0549912,0.0,0.893,0.107,0.3412,3,home,"Hey, it's not a practical series to buy it: minimum sign: 1g, and Chinese, run from Japan to China, aren't you tired?",哎，买回来不实用系列 : 最小表示:1g，而且中国产的，跑日本再跑中国，你不累吗？
zh_0505477,0.091,0.825,0.084,-0.1292,3,book,"The Chinese Book Office's books, printed, paper, layout, are of poor quality, and three of the series I bought have cracks; it's a bit less expensive than the same old collection, but it's more expensive than it is. The poor quality of the frames, the cheapness of the air, and so forth have a significant impact on the value of the book collection.",装帧质量不佳 : 中华书局这套书，印刷、用纸、排版都行，就是装帧质量差，我买的这套全集其中三册有开裂现象；另外开本小气了点，比起上古同样的典藏版要差好多，不过性价比还是这套高。装帧质量差、开本小气等因素大大影响了书的收藏价值。 换货便捷，两三天就收到了，为亚马逊的服务点赞！
zh_0607877,0.147,0.725,0.128,0.0585,3,book,"It's okay: on the whole, it's not worth the price, though it's about 136 after a break. I can take it if the cover is hard. I'm a little disappointed to get a normal binding on my hand.",还可以 : 总体来说还比较喜欢，但是感觉不值这个价格，虽然打了折之后是136左右。 如果封面是硬的我还可以接受。可是接到手上感觉很普通的装订，有点失望。
zh_0874078,0.2,0.721,0.079,-0.5216,3,luggage,"The cortex is normal: it's never been carried, because it's not good, it's not good, it's bad, it's not good. It's a lot different from a saddle bag with the same brand.",皮质一般般 : 一次都没背过，因为皮质不显好，手感较差，样子还是可以的。感觉品质跟同品牌的马鞍包差很多。
zh_0979849,0.049,0.78,0.17,0.709,3,sports,"It's like an online description: it's good quality, it tastes smaller. It's the same color as an online photo. It's quick, it's good. It weighs a lot, it's not easy to carry it. It's not used, it doesn't know how smooth it is.",跟网上描述差不多 : 质量不错，味道较小。颜色与网上照片一致。快递送货很快，点赞。 加厚就会重量大些，携带不是很方便。还未使用，不知防滑效果如何。
zh_0245329,0.122,0.681,0.197,0.3464,3,home,"The effect is normal, not as powerful as the ads! More psychologically, better than nothing!",效果一般 : 效果一般，没有广告上吹的那么强大！心理作用更大些，聊胜于无吧！
zh_0819739,0.232,0.596,0.172,-0.4419,3,automotive,"Bad packaging of goods: Sellers don't pay for goods, customers don't pay.",商品包装不好， : 卖家对商品，和客户不付责任，一次的问题换了一次还是如此
zh_0903536,0.0,0.81,0.19,0.5777,3,beauty,I don't know: I used to buy it at the counter. It took a while. It didn't feel so good.,不好说 : 以前一直在专柜买，这款用了一段时间，感觉没以前好
zh_0319325,0.071,0.929,0.0,-0.296,3,book,"The four sides of the book are worn out: while the book is packed in a box, the four corners open to see the book are marked by wear and tear.",书的四边已磨损 : 书虽然用纸箱包装，但打开来看其书的四个角都有磨损痕迹 应该是供货商没有做好仓储管理…很失望，必竟这本书不便宜
zh_0460325,0.204,0.762,0.035,-0.8608,3,kitchen,"The caps are unreliable: the heat is also good, but only for a limited period of use. The period of preservation is about 18 months, and the caps are broken in these two days, they are very old, they have a strange smell, no wonder they've been drinking water lately.",瓶盖不可靠 : 保温效果还可以，但仅限使用期间内。 保质期大约18个月，这两天瓶盖内已坏，严重老化，透出一股怪味，难怪最近喝水感觉怪怪的。 价格也不便宜，质量能跟上吗？
zh_0121492,0.248,0.752,0.0,-0.6468,3,book,"It's kind of disgusting: it's probably the reason why sales aren't recommended, telling your own story about earthworms.",有点恶心的人设 : 可能是销量不佳不推荐的原因吧，讲述小蚯蚓自己的故事
zh_0236011,0.164,0.772,0.064,-0.7503,3,book,"The book's content is no problem, it's too bad to be ordered, it's much better to buy a more expensive version! It's very good to see the last page on the first page, but the cheap version of the binding is an insult to the book. Once you're done, the previous pages are off the page.",书的内容没问题 装订太差 强烈建议买更贵那个版本！！ : 书本身的内容非常非常棒，适合从第一页看到最后一页 但是，便宜版本的装订，对书来说简直就是侮辱。做完pre test，前几页就脱页了。。。没用过这么装订这么差的书，路边复印店装订水平都比这强。 有更贵的版本，打算换了
zh_0143198,0.139,0.797,0.065,-0.683,3,office_product,"It's broken in less than a year, and I've got hundreds of original cartridges here, and I don't blame you for going out and fixing people, but the HP sign is completely destroyed in my heart, so I don't know if I'm getting a few HP notebooks.",坏了。 : 用了一年不到就坏了，我这里还有几百块钱的原装墨盒也是够了，拿出去修别人不会我不怪你，但是惠普这个牌子是彻底在我心里毁了，真想不通我买惠普笔记本几台是不是脑子抽风了。
zh_0123645,0.133,0.766,0.101,-0.0992,3,shoes,"Buying things doesn't always look like brands: this shoe is definitely not worth 600 or 700 bucks, or about 200 dollars. Many foreign products are the principle that pits like to buy foreign brands. So rational consumption is important.",买东西不能老是看品牌 : 这个鞋是肯定不值六七百块钱的，二百左右吧。很多外国产品就是坑国人喜欢买外国牌子的原理。所以理性消费很重要。
zh_0393538,0.081,0.658,0.261,0.5523,3,book,"Not recommended: gays nagging themselves, interpreters are good enough to know some medical history (about 30%)",不推荐 : 同性恋者的絮絮叨叨自言自语，翻译还算不错，可以了解一些医学史（约30%）
zh_0118168,0.0,0.894,0.106,0.4927,3,book,"Deep and shallow, very good additions: deep and shallow, which can be used as an example in the classroom or as a supplement to theoretical knowledge, is more vivid.",深入浅出，很好的补充 : 深入浅出，可以作为课堂示例或是理论知识的补充，讲的还算比较生动。
zh_0982798,0.306,0.694,0.0,-0.7579,3,book,"Quick distribution, there's a partial error in the book: there's some errors in the book, some obvious errors, others not printed.",配送快，书内有部分错误 : 书里有一些错误，有的是明显的错误，还有的没印上去
zh_0108720,0.132,0.637,0.231,0.2516,4,kitchen,It's almost fine. It's just a little rusty in your hand. It's too much trouble to change.,凑乎吧 : 东西基本没问题，只是把手处有一小片锈迹，退换太麻烦了，就凑乎用吧
zh_0452469,0.0,0.929,0.071,0.0772,4,book,Book review: Describes major events and major decision-making processes and learns the details of a number of undisclosed events.,书评 : 讲述了，重大事件和重要决策形成过程，了解不少未曾公开的事件细节。值得一读
zh_0977564,0.0,0.62,0.38,0.8481,4,digital_ebook_purchase,"Good book: A book about the history of heart surgery, looks like there's a sense of beauty in reading novels.",好书 : 一本了解心脏外科历史的书，看着居然有种看小说的精彩感。
zh_0959537,0.516,0.484,0.0,-0.4926,4,book,The cover is dirty!,封面很脏！ : 大概翻了下，书本身的印刷还可以，但是封面很脏！不爱护书籍扣一颗星！
zh_0107612,0.0,0.851,0.149,0.6896,4,baby_product,Please indicate the time frame so that the consumer can see it; Amazon does not live by hiding the time. : The goods are fine. .. or why the date of production is not shown in the ad. Only when it is bought will the exact date be known.,请注明时间期限，让消费者看得到；亚马逊不是靠掩盖时间活下去的。 : 货物还算可以了。就是生产日期为何不显示在广告上。只有买回来才知道具体日期。
zh_0766703,0.211,0.634,0.155,-0.1815,4,luggage,"It's good: it's cheap, but the baby doesn't like it.",还好 : 价格够便宜 就是宝宝不喜欢带 可能有点勒
zh_0027413,0.0,0.256,0.744,0.9969,4,book,"That's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good.",不错 : 不错不错，东西比较全，但是开本小了些，装订不够结实。
zh_0178961,0.0,0.83,0.17,0.5994,4,apparel,"It's a beautiful dress: the baby is of the same quality as it is described, and the seller's attitude is good...",穿着很漂亮 : 宝贝质量很不错跟描述的一样，卖家服务态度也很好……
zh_0332834,0.0,0.58,0.42,0.8706,4,electronics,It's a great shopping experience: you've never been disappointed in the Amazon and you've always felt like you need a headphone.,非常棒的一次购物体验 : 在亚马逊从来没有失望过 一直觉得需要一个头戴式耳机 朋友推荐了这一款 赞~
zh_0264394,0.0,0.71,0.29,0.8548,4,home_improvement,"The filtration is very good: it's very clean, it's very good. The chlorine smell is gone. The current is a little small. We need to prep a kettle.",过滤水口感出奇好 : 过滤水很干净，口感出奇的好。氯气味道消失了。就是水流有点小。得事先准备个壶接水。
zh_0441080,0.202,0.639,0.159,-0.5618,4,beauty,"I don't know if it's any better than I do not know if it's good or not. I've seen a lot of people say it's good, but I can only say it's good, so I don't like it. It's like shampoo. It doesn't smell like shampoo. But it's fast, and I like it.",一般吧 : 以前没用过弹力素，没有对比我也不知道到底好不好，反正还可以吧。买之前看到好多人说很喜欢这个味道，只能说个人喜好吧，青菜萝卜，所以我并不是很喜欢这个味道，感觉和洗发水一样，并不香。不过味道消失得很快，这点我比较喜欢。
zh_0388396,0.0,0.775,0.225,0.4404,4,kitchen,"EVALUATION: Seconds bought, not started yet. The pan looks good. Follow-up.",评价 : 秒杀买的，还没开始用，炒锅看起来不错，后续追评。
zh_0656843,0.0,0.882,0.118,0.7184,4,book,"The book collection is not consistent with the web image: it is also a collection that the library finds good after borrowing, and the results are still different from those of the original book on paper. The interior pages are similar in colour, but the paper library is much thinner and more nuanced and resilient. Do you want to know if it's also the original?",实收书与网页图片不一致 : 也是图书馆借阅后觉得好才收藏，结果与原书在纸张上还是不一样。内页颜色差不多，但纸张图书馆的更薄更细腻光滑有韧性。 想知道也是正版吗？
zh_0752378,0.086,0.824,0.09,0.0387,4,kitchen,"All right: It's not bad overall, it's that individual radiators may be a transport problem leading to a bit of a bend, and that's a price you can afford on the whole.",还行 : 整体来看还不错，就是个别散热片可能是运输问题导致有点弯，总体来说对得起这个价格
zh_0996442,0.115,0.821,0.064,-0.5719,4,shoes,"It's a nice pair of shoes, but it's a plate-like shoe, and it's starting to get uncomfortable. It's a little high and a little bumpy on the heels. I got one in the old Beijing shoe, a low gang, and it's got a ring of sponges around it, but I don't have the size I want.",还不错的布鞋 : 款式很好看的布鞋。可是这款鞋的板型像板鞋，刚开始穿不太舒服。鞋跟处也太高，有点搁脚。我有一款在老北京布鞋买的，低帮，而且鞋口出有一圈海绵围着的，可惜没我要的码了。
zh_0566242,0.035,0.889,0.076,0.4767,4,sports,"Basically, the shoes are thick, a little windy, they smell a lot of plastic when they first arrive, and if it's sweaty in the summer, there's a problem with the rain, it's not coming in, and it's likely that water will fall on the tile floor. It looks good enough to take time to test off the glue or something. It doesn't look good when you put it on and look up and down.",大致上符合预期 : 鞋子比较厚实，有点不透风，刚到的时候塑胶味很大，如果是汗脚夏天穿可能有点问题，下雨目前不进水，有水走在瓷砖地板上很可能摔跤。用料看起来很足，会不会脱胶什么的要时间来检验。外观的话，见仁见智，穿上后从上往下看不怎么好看。
zh_0849809,0.133,0.573,0.294,0.6378,4,book,"The proof-reading process needs to be improved: the book contains a number of errors, the proof-reading process needs to be improved, and there is a feeling of greed and less innovation.",校对工作有待改进 : 书中有一些笔误，校对工作有待改进，感觉有些贪大求全，较少新意。
zh_0166961,0.05,0.695,0.255,0.8568,4,digital_ebook_purchase,"A life manual: There's a lot of resonance after reading it. Suddenly, instead of being lost in an unknown life, it's better to grasp what's known, to enjoy every little bit of ""good luck"" according to your own custom.",一本人生使用手册 : 读完之后有很多共鸣。突然觉得与其在充满未知的人生中迷茫，不如抓住已知，按照自己给自己定制的“使用手册”，按部就班地享受每一个“小确幸”。
zh_0332948,0.114,0.569,0.317,0.4588,4,book,"It's good to see you. It's a good book. It's a good book. It's a good book, but there's no white night.",好看 : 东野圭吾一贯的风格，峰回路转。不过没有白夜行，嫌疑人好看。书还不错
zh_0637987,0.0,0.629,0.371,0.8627,4,home,"A suitable collection shelf: Height is easy to play, and you don't have to worry about re-installation. It's human. It's easy to install.",很适用的收纳架 : 高度可以随心调，还不用担心要重新安装。很人性化。也很容易安装。
zh_0669400,0.0,0.838,0.162,0.6597,5,beauty,"Wet: It took two days to get it, it feels good to keep it wet, it's confirmed that it's the real thing, and it looks like it's going to work.",很保湿 : 收到了用了2天，感觉保湿效果还不错，确认过了是正品，期待有祛斑的效果。
zh_0407217,0.0,0.554,0.446,0.9136,5,digital_ebook_purchase,"A good man's life is safe: after reading this book, there's only one feeling: ""Peace be upon all good men in the world.""",好人一生平安 : 看完这本书只有一个感想：愿天下所有的好人一生平安
zh_0249328,0.161,0.638,0.201,-0.2732,5,home_improvement,"The machine's good, the company's good, but the Amazon's too bad. I'm calling the water company for installation, but I don't have any information. I'm calling the Amazon. Amazon asked me to call another phone number. I said no.",亚马孙垃圾，史密斯公司好 : 机器不错，这家公司也不错，但是亚马孙就太差了，我打这家水公司电话要求安装，但是没有我的信息，在打亚马孙，亚马孙叫我打另一个手机号码，我说我不打，亚马孙你是不是卖了假货给我
zh_0690411,0.0,0.727,0.273,0.7496,5,digital_ebook_purchase,"It's a very good book: it's a history, it's a travel process, it's very detailed. It's a good time to hit 0.01 points.",很不错的书 : 书里既有历史又有游记的过程，非常详细。赶上打折0.01十分的划算。
zh_0678017,0.0,0.481,0.519,0.6689,5,digital_ebook_purchase,It's nice. It's a very delicate book. It's worth reading!,好看 : 内容不错，是一本很细腻的书，值得一看！推荐给大家！好看好看好看！
zh_0663096,0.0,0.582,0.418,0.6956,5,book,Book: It's good quality. It's not bad. It's a little faster.,书 : 质量很好，正版看着放心，快递速度稍微快一点就更好了！
zh_0493335,0.0,0.774,0.226,0.9186,5,grocery,"It's very chewy after eating: there's three steaks, with sauce and knife fork, and the logistics are fast, and they're coming home with steak and ice, like they just came out of the fridge. It's nice. It's chewy after eating, it's good, it's good, it's good, it's gonna be bought in a few days.","吃了后感觉很有嚼劲 : 有三种牛排，配有酱料和刀叉，物流很快，送到家是牛排还很冰，好像刚从冰箱取出来一样，真不错,吃了后感觉很有嚼劲，点赞，过几天还来买。"
