review_id,stars,product_category,review_text,original_text
fr_0127910,1,jewelry,Shame : Everything except real stone as explain in detail when buying are only a simple glass ball with a detailed fastener modify that I could notice,Honteux : Tout sauf de vrai pierre comme expliquer dans les détaille lors de l'achat se ne sont que de simple bille de verre avec une attache Détaillé modifier se que jai pu remarquer
fr_0571651,1,beauty,Article never received... : Article never received...,Article jamais reçu... : Article jamais reçu...
fr_0464469,1,home,"Very disappointed: Plastic of poor quality. The bottom of the cabinet is not even rigid, it would have put a piece of cardboard there would not be worse. Be careful not to hit the plastic. I put a star for delivery for the rest, I do not recommend.","Très déçue : Plastique de piètre qualité. Le fond de l'armoire n'est même pas rigide, on y aurait mis un bout de carton ça ne serait pas pire. Attention de ne pas cogné le plastique. Je mets un étoile pour la livraison pour le reste, je ne recommande pas."
fr_0802178,1,wireless,Waiting for my second delivery. : I'm still waiting for my drink because the first one wasn't the right one. I hope the second one will be the right one. In the meantime....,En attente de ma seconde livraison. : J'attend toujours mon verre car le premier n'étais pas le bon. J'espère que le second sera le bon modèle. En attendant....
fr_0306591,1,wireless,"Connected watch: Already open packaging, back to sender.","Montre connectée : Emballage déjà ouvert, retour à l’expéditeur."
fr_0073229,1,drugstore,"Error in product ad text: Be careful, I have received this pipe but it is not automatic, it is only manual of or a requested return.","Erreur dans le texte de l'annonce du produit : Attention, j'ai bien reçu cette pipe mais elle n'est pas automatique, elle est seulement manuelle d'ou un retour demandé."
fr_0349194,1,home,parcels not received: parcels lost or not delivered or left on letter boxes and parcels stolen by others damage to me,colis non reçu : colis perdu ou non livré ou laissé sur les boites à lettre et colis volé par autrui dommage pour moi
fr_0405611,1,luggage,completely disappointed: The bag itself is pretty but I had to wash it before using it result at the level of the torn straps (see picture) so I do not recommend at all.... Considering the super disappointed price,complètement déçue : Le sac en lui même est joli mais j ai du le laver avant de l'utiliser résultat au niveau des sangle déchirée (voir photo) donc je ne recommande pas du tout.... Vu le prix super déçue
fr_0497438,1,pet_products,"Pass your way!! : Very disappointed, the material is very fragile, my dog made small pieces of it! Very expensive for a toy that lasted not even an hour!! Too bad because the concept of the stick in which one can hide treats was a good idea...","Passez votre chemin !! : Très déçu, la matière est très fragile, mon chien en a fait des petits morceaux ! Très cher pour un jouet qui a duré même pas une heure !! Dommage car le concept du bâton dans lequel on peut cacher des friandises était une bonne idée..."
fr_0010043,1,kitchen,Mini fryer : False advertising. No removable tank. I had bought it for this reason so big disappointment. Plus the lid does not close,Mini friteuse : Publicité mensongère. Pas de cuve amovible. Je l'avais acheté pour cette raison donc grosse déception. De plus le couvercle ne ferme pas
fr_0193841,2,electronics,"Charger that no longer works: The headphones are good but when, for example, you lower the sound the headphones emit a loud enough noise that is quite unpleasant but the big problem is that I can no longer use them because the charger no longer works and I can't find where to buy the same without buying the headphones so very disappointed with the poor quality of the charger",Chargeur qui ne marche plus : Les écouteurs en soit sont bien mais quand par exemple on baisse le son les écouteurs émettent un bruit assez fort qui est assez désagréable mais le gros problème c’est que je ne peux plus les utiliser car le chargeur ne marche plus et je ne trouve pas où acheter le même sans racheter les écouteurs donc très déçu de la mauvaise qualité du chargeur
fr_0222953,2,book,Bof : Not a great quality. small,Bof : Pas une superbe qualité. petit
fr_0035721,2,luggage,"Not fully satisfied: Not very strong especially on wheels and telescopic handle that shows signs of weakness after the first use already, especially on the black suitcase.","Pas pleinement satisfait : Valise pas très solide surtout au niveau des roulettes et de la poignée télescopique qui présente après la première utilisation déjà des signes de faiblesse, surtout sur la valise noire. Dommage"
fr_0072309,2,furniture,Tiny bag : Really very very mini...,Sac minuscule : Vraiment très très mini...
fr_0599413,2,wireless,"Clasp that does not hold closed ... : Setting very difficult size I would have to be able to remove a half link to do well!!! Then the clasp is not at all safe, it opens all the time (with a expensive watch it is taking big risks). So I can not recommend this product.","Fermoir qui ne tient pas fermé ... : Réglage taille très difficile il faudrait que je puisse enlever un demi maillon pour bien faire !!! Puis le fermoir n'est pas du tout sécuritaire, il s'ouvre tout le temps (avec une montre chère c'est prendre de gros risques). Donc je ne peut pas recommander ce produit."
fr_0070043,2,toy,Not really recommended! To see elsewhere: Lack of room is to abuse I'm not yet seen how many pieces missing but I hope there's no shortage of important room!,Pas vraiment recommandé ! A voir ailleurs : Manque de pièce c'est abuser je n'est pas encore vue combien de piere manquante mais j'espère que il ne manque pas de pièce importante !
fr_0296969,2,kitchen,"Failure after less than a year: Purchased in December 2017, failed in November 2018. 2-year guarantee but impossible to get repaired by Amazon, how do you claim the guarantee?","Panne après moins d'un an : Acheté en décembre 2017, en panne en novembre 2018. Garantie 2 ans mais impossible à faire réparer par Amazon, comment faire valoir la garantie?"
fr_0510776,2,musical_instruments,"No one: Marre des headphones à minimun 20 euros qui n'est pas plus de 3 mois Sound cuts without reason during a listening, verdict, garbage can and one more brand to avoid","Nul : Marre des écouteurs à minimun 20 euros qui ne tient pas plus de trois mois Le son se coupe sans raison pendant une écoute, verdict, poubelle et une marque de plus à éviter"
fr_0219342,2,furniture,"Medium: Nice but disappointed, the plan does not match the pieces.","Moyen : Joli mais déçu, le plan ne correspond pas au pièces."
fr_0633915,2,home,"Not at the top: The material makes the cover sheet slip constantly, don't hold in place! Very disappointed, too bad because the effect on the bed was good","Pas au top : La matière fait que le drap housse glisse constamment, ne tiens pas en place ! très déçu , dommage car l'effet sur le lit était bien"
fr_0591280,2,wireless,Very medium : I have a 35 db And it works better so a little disgusted,Très moyen : J’ai une 35 db Et elle fonctionne mieux donc un peu dégoûté
fr_0704495,2,apparel,"Children's dressing gowns: these bathrobes are light, soft and fun but small and the hood doesn't have depth so it doesn't hold on the head they are absolutely not made to sponge but just to bring a little heat on a pajamas","robes de chambre enfants : ces peignoirs sont légers, tout doux et amusants mais petits et la capuche n a pas de profondeur donc ça ne tient pas sur la tête ils ne sont absolument pas faits pour éponger mais juste pour apporter un peu de chaleur sur un pyjama"
fr_0071681,2,baby_product,To give yourself a good conscience: I bought it for travel and transportation of friends. It is convenient but uncomfortable. The belt connection could be more studied and comfortable So mixed opinion but I found nothing equivalent in case of travel. I think a belt adjustment system would be much more effective in terms of safety. We give ourselves a good conscience,Pour se donner bonne conscience : Je l'ai acheté pour les voyages et les transports de copains copines. C'est pratique mais inconfortable. La liaison pour la ceinture pourrait être plus étudiée et confortable Donc avis mitigé mais je n'ai rien trouvé d'équivalent en cas de voyage. Je pense qu'un système d'adaptation ceinture serait beaucoup plus efficace en terme de sécurité. La on se donne bonne conscience
fr_0993778,2,baby_product,"Not top: Pretty bits but it's their only qualities, they sponge absolutely nothing, the milk flows over and stains the clothes.","Pas top : Bavoirs jolis mais c'est leurs seules qualités , ils épongent absolument rien , le lait coule dessus et tâche les vêtements."
fr_0275755,2,wireless,"Very medium audio quality: Not at all the same audio quality as the Apple. Disappointing considering the comments. The headphones are also not as comfortable. But good, it's 10euros. There's no miracle.","Qualité audio très moyen : Pas du tout la même qualité audio que les Apple. Décevant vu les commentaires. Les écouteurs ne sont également pas aussi confortable. Mais bon, c'est 10euros. Y'a pas de miracle."
fr_0651748,2,wireless,"Presses on the screen protection: Protects the phone correctly nothing to say about the top, but the shell permanently presses on my tempered glass screen protection, which creates a grin when I use the phone. Ultra unpleasant...","Appuis sur la protection d'écran : Protège correctement le téléphone rien à redire la dessus, mais la coque appuis en permanence sur ma protection d'écran en verre trempé, ce qui crée un grincement lorsque je me sers du téléphone. Ultra désagréable..."
fr_0062277,2,home,Mixed review: Good... Already it's not a cushion but a plush (all the same cute) but I'm disappointed because the description isn't good ... You'd have to change so that other buyers aren't disappointed! It was the cushion side that I liked... Anyway I wouldn't have bought it (it was a gift for a friend) if it had been put directly as a plush. Delivered after the deadline.,Avis mitigé : Bon... Déjà ce n'est pas un coussin mais une peluche (toute mignonne tout de même ) mais je suis déçu car la description n'est pas bonne ... Il faudrait changer pour que d'autres acheteurs ne soit pas déçu ! C'était le côté coussin qui me plaisait... Bref je ne l'aurai pas acheté ( c'était un cadeau pour une amie) si ça avait été directement mis en tant que peluche. Livrée après la date butoire.
fr_0598410,2,home_improvement,"""Precision"" lines: There is nothing specific about these files. The grain consists of a layer of metallic silt on glue. Probably made at the bottom of a garage. Merchandise for the price. So avoid.","Limes de ""précision"" : Il n'y a rien de précis dans ces limes. Le grain consiste à une couche de limaille métallique sur de la colle. Fabriqués sans doute au fond d'une garage. Marchandise pour le prix. A éviter donc."
fr_0943407,2,lawn_and_garden,"Not effective: Not effective, and I don't have enough confidence to keep it connected all night because it makes noise.","Peu efficace : Peu efficace, et je n'ai pas assez confiance pour le laisser branché toute la nuit car il fait du bruit."
fr_0795007,2,furniture,Fair : Too fragile moves a lot,Passable : Trop fragile bouge beaucoup
fr_0888026,3,toy,no camera: the drone is what I expected but I thought there would be the camera since it is noted in the title,pas de camera : le drone est ce que j'attendais mais je pensais qu'i y aurais la camera puisque c'est noté dans le titre
fr_0590383,3,sports,Beautiful but not very reliable: Fragility in the fixing of the wheel. The rubbers are mediocre in the hands and feet.,Beau mais pas tres fiable : Fragilité au niveau de la fixation de la roue. Les caoutchouc sont médiocres au niveau des mains et pieds.
fr_0096174,3,home,"Beautiful presentation : The duo presents very well on a table. For the salt it is perfect (if it is not too big). For the pepper, the mechanism seems a little weak to grind it; you feel the motor that weakens, like a moped in a rib :o), but in the end it does. To see over the duration!","Belle présentation : Le duo présente très bien sur une table. Pour le sel c'est parfait (s'il n'est pas trop gros). Pour le poivre, le mécanisme semble un peu faiblard pour le moudre ; on sent le moteur qui faiblit, comme une mobylette dans une côte :o), mais au final ça le fait. A voir sur la durée !"
fr_0526599,3,toy,Children's games : Do his job but not a real pandora,Jeux enfants : Fait son job mais pas une vraie pandora
fr_0609309,3,pet_products,conform to what I expected: I bought it for the transport of my conure because too small to leave a bird in time,conforme à ce que j attendais : je l ai acheté pour le transport de ma conure car trop petite pour laisser un oiseau à longueur de temps dedans
fr_0443493,3,home_improvement,"Palan not very practical: The craws system, blocks very often. Very difficult to unlock","Palan pas très pratique : Le système de crans, se bloque très souvent. Très difficile à déverrouiller"
fr_0362138,3,kitchen,Great in use but poor reliability: The roll of the rotobrass lost all its hairs in less than a year (70€ to replace it) The battery made the soul after two and a half years.,Super en utilisation mais fiabilité médiocre : Le rouleau de la rotobrosse a perdu tous ses poils en moins d'un an (70€ pour le remplacer) La batterie a rendue l'âme au bout de 2ans et demi.
fr_0477307,3,home_improvement,Conform to the description: Most of them are of the right size. Some pearls corner in the bracelet. Do not hesitate to force.,Conforme au descriptif : La plupart sont à la bonne dimension. Quelques perles coincent dans le bracelet. Il ne faut pas hesiter à forcer.
fr_0185694,3,wireless,Shows: Sending rewards doesn't work. Tracker ok,montre : l'envoi des récompense ne fonctionne pas. Tracker ok
fr_0725880,3,home,For woman or girl : Very convenient for skirt or pants. I didn't try on Jean. The more it is that there are several colors...,Pour femme ou fille : Très pratique pour jupe ou pantalon. Je n'ai pas essayé sur Jean. Le plus c'est qu'il y a plusieurs couleurs...
fr_0372509,3,pet_products,"Black furniture and opaque glass: Beautiful black furniture and opaque glass. I only put 3 stars because the package was very badly packed. It would have taken bubble paper all around the rooms. Result of the shocks on the shelf and the walls at the bottom. The package arrived in a bad condition, I almost refused it.","Meuble noir et vitre opaque : Beau meuble noir et vitre opaque . Je ne mets que 3 étoiles car le colis était très mal emballé. Il aurait fallu du papier bulle tout autour des pièces. Résultat des chocs sur l'étagère et les parois du bas. Le colis est arrivé dans un mauvais état, j'ai failli le refuser."
fr_0190382,3,home,Plastic aspect +++++ : Very nice . Too bad it is so obvious that it is plastic . Otherwise I like a lot . Warning very small,Aspect plastique +++++ : Très joli . Dommage qu il soit tellement évident que c est du plastique . Sinon j aime beaucoup . Attention très petit
fr_0845750,3,shoes,"not bad : I bought these flanges just to ""decorate"" simple skirs and it gives a nice effect however since the heels are not high , the flange remains a little folded on the side of the shoes but it passes because it doesn't see too much, ravi of my purchase","pas mal : j'ai acheté ces brides juste pour ""décorer"" des escarpins simples et cela donne un joli effet toutefois vu que les talons ne sont pas hauts ,la bride reste un peu pliée sur le coté des chaussures mais ca passe car cela ne se voit pas trop,ravi de mon achat"
fr_0284014,3,pet_products,"This little mower is very practical because it can be used with or without wire. However, as soon as I put on a hoof she doesn't want to cut my dog's hair anymore. I use it instead of a scissor, but I'm very disappointed that I can't use the hoofs.","Pas efficasse avec les sabots : Cette petite tondeuse est bien pratique car utilisable avec ou sans fils. En revanche dès que je mets un sabot elle ne veut plus couper les poils de mon chien. Je l'utilise à la place d'un ciseau, mais je suis très déçue de ne pas pouvoir me servir des sabots."
fr_0130975,3,home,too stiff pocket : This pocket is rather stiff to use; which for me plays on the dressage comfort. good capacity. To see wear over time,poche trop raide : Cette poche est plutôt raide à utiliser; ce qui pour moi joue sur le confort de dressage. bonne contenance. A voir l'usure dans le temps
fr_0290631,3,wireless,"Photo: A bad experience, because the camera doesn't work. Disappointed because good phone in hand.","Photo : Une mauvaise expérience , car l'appareil photo ne fonctionne pas. Déçu car bon téléphone en main."
fr_0067919,3,baby_product,"variety of colors : Use pr bb, variety and cute","variete des couleurs : Utilisation pr bb, variété et mignon"
fr_0585448,3,home,"What to see... : I just unpack them. Nickel package but the 2 plates are deformed. I don't think it's very awkward for use, but good that's average if they're deformed from the start...","A voir... : Je viens juste de les déballer. Paquet nickel mais les 2 plaques sont déformées. Je ne pense pas que ce soit très gênant pour l’utilisation, mais bon c’est moyen si elles sont déformées dès le départ..."
fr_0103507,3,wireless,Conforms to descrisption: Product received identical to the original product LG. After some use the cable has a connection defect in connection with the USB C plug and the load is no longer done.,Conforme à la descrisption : Produit reçu identique au produit d'origine LG. Après quelques utilisation le câble présente un défaut de connexion au niveau du raccordement avec la fiche USB C et la charge ne se fait plus.
fr_0876388,3,furniture,Door handles: Door handles very well packed individually,Poignées de porte : Poignées de porte très bien emballées individuellement
fr_0276346,4,home,"Simple, robust and design: Very nice lamp, design and contemporary. The fixing kit is provided, the notice is clear and very explicit. Attention, it does not come with the bulb. Considering the price, I recommend.","Simple, robuste et design : Trés belle lampe, design et contemporaine. Le kit de fixation est fourni, la notice est claire et trés explicite. Attention, ce n'est pas livré avec l'ampoule. Vu le prix, je recommande."
fr_0518797,4,camera,"it lacks the load thumb: Everything is said in the title, otherwise for now it even works with disposable batteries.","il manque le poucentage de charge : Tout est dit dans le titre, sinon pour l'instant ça fonctionne même avec les piles jetables."
fr_0827512,4,office_product,plasticized pouch binder: Good price ratio for this document binder that I use for my part as a range photos,classeur à pochettes plastifié : Bon rapport qualité prix pour ce classeur à document que j'utilise pour ma part comme range photos
fr_0749895,4,home_improvement,very good product : works perfectly .Stanchedness conforms to the description .Product installed under wooden terrace. To advise for the outdoors To see in time,trés bon produit : fonctionne parfaitement .Etanchéité conforme au descriptif .Produit installé sous terrasse en bois. A conseiller pour l'extérieur A voir dans le temps
fr_0499401,4,home_improvement,I love this sweet : I bought this product to put at my doors to block the entrance while letting the air circulate,J adore ce sweet : J ai acheté ce produit pour mettre à mes portes pour bloquer l entrée tout en laissant l air circuler
fr_0348244,4,toy,quality is good: the only thing missing is envelopes,quality is good : la seul chose qui manque c'est des enveloppes
fr_0927000,4,pet_products,"use: My cat didn't get to know this fountain easily. He's often out there, I think this winter he'll drink there more often.","usage : Mon chat ne s'est pas familiarisé facilement avec cette fontaine. Il est souvent dehors, je pense que cet hiver il y boira plus souvent"
fr_0898862,4,wireless,"Correct phone, battery quality to review: Telephone conforming to the description displayed by the seller instead the battery is not top.","Téléphone correcte, qualité batterie à revoir : Téléphone conforme à la description affichée par le vendeur par contre la batterie n'est pas au top."
fr_0050782,4,sports,"Solidity : Very nice bag, has several practical storages. Unfortunately the closure of the bag is not very solid.","Solidité : Sac très jolie, comporte plusieurs rangements pratiques. Malheureusement la fermeture du sac n'est pas très solide."
fr_0280917,4,apparel,Not too bad: Not too bad for a made in china,Pas trop mal : Pas trop mal pour un made in china
fr_0065284,4,pc,I can finally use my mouse again. : I was starting to have cramps in my hands by using this magic mouse. This product solved my problem well,Je peux enfin réutiliser ma souris. : Je commençais à avoir des crampes aux mains à force d'utiliser cette magic mouse. Ce produit à bien résolu mon problème
fr_0403741,4,book,Jador : Order to complete my son's collection The illustrations are at the top,Jadore : Commander pour compléter la collection de mon fils Les illustrations sont au top
fr_0910743,4,wireless,Correct : Is well suited to the s9. In solid air. Only flat: very bling-bling color. Quickly delivered,Correct : Est bien adapté au s9. A l air solide. Seul bémol : couleur très bling-bling. Livré rapidement
fr_0301396,4,toy,"Great price quality ratio: Almost imperceptible defects (e.g. 1 mm center failure) and bike cardboard quality for cheaper. In some packages the cards are quite rigid, I don't know why.","Super rapport qualité prix : Défauts quasiment imperceptibles (par exemple défaut de centrage d'1 mm) et qualité carton Bicycle pour moins cher. Dans certains paquets les cartes sont assez rigides, je ne sais pas pourquoi."
fr_0213722,4,automotive,Article conformant but poorly conditioned. : The plate is delivered rolled. So you have to put it in press 24 hours before using it. Then see if it lasts in time.,Article conforme mais mal conditionné. : La plaque est livrée roulée. Il faut donc la mettre sous presse 24h avant de l'utiliser. A voir ensuite si ça tient dans le temps.
fr_0282754,4,other,Merry Christmas: Gift for Christmas. No great originality but my collection about Mr Eddy would not have been complete without this volume. Beautiful presentation with photos to look at with nostalgia. Delivered in time by Amazon as for every order. Happy parties to all and all,Joyeux Noël : Cadeau pour Noël. Pas de grande originalité mais ma collection sur Mr Eddy n'aurait pas été complète sans ce volume. Belle présentation avec des photos à regarder avec nostalgie. Livré à temps par Amazon comme pour chaque commande. Bonnes fêtes à toutes et tous
fr_0388959,4,shoes,Shoes: Reception of the product in time and in line with expectations,Chaussures : Réception du produit dans les temps et conforme aux attentes
fr_0785892,4,toy,Rather above expectations: Purchased from my grandson for his birthday. He is delighted and I am satisfied with the appearance and quality of the costume.,Plutôt supérieur aux attentes : Acheté à mon petit-fils pour son anniversaire. Il est ravi et je suis satisfait de l'apparence et de la qualité du déguisement.
fr_0184223,4,pc,Perfect: Complies with the description.,Parfait : Conforme au descriptif .
fr_0575871,4,home,"Cute Full: Buy to decorate the windows at Halloween I could decorate two high windows without it making it empty. The material is of good quality even if you have to handle the big pieces gently to avoid them tearing off. If they are dirty a little soapy hot water and they are like new ready to be reused the following year. Only flat as the material is soft, reinstalling the different elements of the pumpkin takes a little patience because by sticking to the glass it is a bit deformed not allowing easy insertion of the teeth. But nothing serious in fact, good article, no bad surprise I recommend.","mignons tout plein : Acheter pour décorer les fenêtres à Halloween j'ai pu décorer deux fenêtres hautes sans que cela fasse vide. La matière est de bonne qualité même s'il faut manipuler les grosses pièces doucement pour éviter qu'elles ne se déchirent. S'ils sont sales un peu d'eau chaude savonneuse et ils sont comme neufs prêts à être réutilisés l'année suivante . Seuls bémol comme la matière est molle, réinstaller les différents éléments de la citrouille demande un peu de patience car en collant à la vitre elle se déforme un peu ne permettant pas l'insertion facile des dents. Mais rien de grave en fait, bon article, aucune mauvaise surprise je recommande."
fr_0836815,5,toy,Great: Super economical compared to batteries,Génial : Super économique par rapport au piles
fr_0057690,5,home,Practical: My first pie had a little glued and had taken a long time to untie. But'the second without problem. I like this mold very much.,Pratique : Ma premiere tarte avait un peu collé et avait mis du temps pour se detacher. Mais'la deuxieme sans probleme . J'aime beaucoup ce moule
fr_0733995,5,luggage,Guaranteed effects: School bag. Super awesome with phosphorescent eyes.,Effets garantis : Sac pour écolier. Super génial avec les yeux phosphorescents.
fr_0478840,5,home,Great quality for a repairing sleep: I am 8 months pregnant and I was looking for a pillow at the same time closed and mellow where my head would be well set and well I am delighted with my purchase. Excellent quality.,Grande qualité pour un sommeil réparateur : Je suis enceinte de 8 mois et je cherchais un oreiller à la fois fermé et moelleux où ma tête serait bien calée et bien je suis ravie de mon achat. Excellente qualité.
fr_0112581,5,home_improvement,"Top cleaning : Hello, efficient to neutralize the roof of a house","Nettoyage au top : Bonjour, efficace pour nétoyer le toit d'une maison"
fr_0429252,5,furniture,Very good product : Matches perfectly to the description.,Très bon produit : Correspond parfaitement à la description.
fr_0153640,5,wireless,Excellent product: Super protection. No problem can happen to your phone. The valve closes with a very effective magnet. I would like this same case for my s6 edge but it does not exist yet. Thank you Amazon! and if it thickens such it remains fine,Produit excellent : Protection superbe. Aucun problème ne peut arriver à votre téléphone. Le clapet se ferme avec un aimant très efficace. J'aimerais ce même étui pour mon s6 edge mais il n'existe pas encore. Merci Amazon ! et s'il épaissit le tel il reste fin
fr_0071560,5,furniture,"Very satisfied : Very nice carpet, corresponding to the photo of the site. Soft and thick. Very good value for money. I recommend this product","très satisfaite : Très beau tapis, correspondant à la photo du site. Doux et épais. Très bon rapport qualité:prix. je recommande ce produit"
fr_0460981,5,toy,"Product faithful to the film: My grandson loved it it mounted in less than 24 hours, i.e. still that a part intervening at the end of the construction is stuck in a corner of the box.do not throw before the end of the assembly.","Produit fidèle au film : Mon petit fils à adoré il l à monté en moins de 24 heures,à savoir quand même qu' une pièce intervenant en fin de construction se trouve coincée dans un coin de la boîte.ne pas jeter avant la fin du montage."
fr_0228339,5,toy,Fully satisfied: never disappointed with the brand Lego Technic good assembly quality and no missing parts I recommend it (other model buggy to mount nice ),pleinement satisfait : jamais déçu avec la marque Lego Technic bonne qualité d'assemblage et aucune pièces manquantes je le recommande ( autre modèle buggy à monter sympa )
fr_0203476,5,home_improvement,Top Oiled Parquet: J的 has been using this product for several years. There is no better for oiled parquet,Parquet huilé au top : J’utilise ce produit depuis plusieurs d’années. Il n’y a pas de meilleur pour le parquet huilé
fr_0833786,5,home,Top: Delivery in time. Pots are beautiful! Just fill them with beautiful flowers to brighten the garden!,Au top : Livraison dans les temps. Les pots sont beaux! Reste plus qu'à les remplir de jolies fleurs pour égayer le jardin !
fr_0074505,5,office_product,Canon Calculator: I've had this calculator for a long time. It's very useful to me. But how and to whom to address me for a repair? The print roller no longer works.,Calculatrice Canon : J'ai cette calculatrice depuis longtemps. Elle m'est très utile. Mais comment faire et à qui m'adresser pour une réparation ? Le rouleau d'impression ne fonctionne plus.
fr_0067521,5,wireless,Good product: Very good value for money. Quite easy to install.,Bon produit : Très bon rapport qualité prix. Assez facile à installer.
fr_0567595,5,office_product,Bulb unobtainable in store : Arrival bulb in time and in excellent condition,Ampoule introuvable en magasin : Ampoule arrivée dans les temps et en excellent état
fr_0516325,5,automotive,"Hot and thick: Very soft! The hand is warm, as in very thick mittens. Very good quality of material. I recommend.","Chaud et bien épais : Tout doux! La main est bien au chaud, comme dans des moufles bien épaisses. Très bonne qualité de matériel. Je recommande."
fr_0023206,5,other,"Beautiful and quality belt: For the price, it is a belt that is simple and of quality","Belle ceinture et de qualité : Pour le prix, c’est une ceinture qui est simple et de qualité"
fr_0424006,5,apparel,Top item: Very good item matching perfectly the photo.,Article au top : Très bon article correspondant parfaitement à la photo.
fr_0437764,5,sports,"practical and effective : I am rather in the use of the legs (bike, elliptical, trek..) I was able to quickly observe an improvement in the muscles of the shoulders by doing some exercises every morning for 2 months ( 3 movements recommended on the leaflet ) . It is absolutely necessary to be in front of a mirror to have symmetrical gestures and to stand straight . The strap therefore simply remains in the bathroom and I shower after ^^","pratique et efficace : Je suis plutôt dans l'usage des jambes ( vélo, elliptique, trek..) J'ai pu assez rapidement observer une amélioration de la musculature des épaules en faisant quelques exercices tous les matins pendant 2 mois ( 3 mouvements préconisés sur la notice ) . Il est absolument nécessaire d'être en face d'un miroir pour avoir des gestes symétriques et de se tenir bien droit . La sangle reste donc simplement dans la salle de bain et je me douche après^^"
fr_0241581,5,home,We preferred the old one: The old model was cheaper and more solid. This one is made of a very fine plastic. The design is more beautiful but we put less water in it because it never goes down more than the level of the cartridge (the bottom) The system on the bottom is ingenious but this lid does not fit well.,On préférait l'ancien : L'ancien modèle était moins cher et plus solide. Celui là est fait d'un plastique très fin. Le design est plus beau mais on y met moins d'eau car cela ne descend jamais plus que le niveau de la cartouche ( le bas ) Le système du dessous est ingénieux mais ce couvercle ne tient pas bien en place.
