review_id,stars,product_category,review_text,original_text
ja_0228434,2,electronics,"For now, a good player: It's good to be used, but it hasn't been a day yet. For Using the Vikings alone, I used other products, but I was able to pick them back, but the rabbit was very loud, so I bought them two or three days ago. I used bluetoo4.1.",今の所、使い勝手の良いプレイヤー : 使い勝手がよいと書きましたが、まだ購入して日か経っていません。 ウオーキングだけの使用のため、前は他社製品を使用していましたがペヤリング出来ても兎に角音飛びが酷かったので返品しこの機種を２、３日前に購入しました。 私はBluetooth4.1のイヤフォーンを使用していましたが約１０社位がペヤリング出来なかったのですがこの機種はペヤリングに若干時間が掛かりましたが、今はウオーキング中に音飛びもなく使用しています。今の所ペヤリングが若干手こずるので星3つです。 と上記のように投稿しましたが、今回は今まで以上にペヤリングに時間が掛かりましたので、星を2つにします。
ja_0711504,2,watch,"I'm very sorry.: I think the quality of the body's skin is very good. However, when the pins in the antibarry area are so short that they fall off the arm immediately. I'm going to use them somehow, but I'm going to stop buying them again.",とても残念です。 : ベルト本体の皮の品質はとてもいいと思います。しかしながら、止め金具箇所のピンのサイズが短くて腕に はめた時にすぐに外れてしまいます。何とか使用しますが、再購入はやめることとします。
ja_0226156,2,wireless,It's pretty good.: I used it for a year. I think it's good.,なかなか良いです : 一年使ってぼろぼろになりました。 良いとおもいます。
ja_0054450,2,wireless,"Two copies of them were appreciated, but I bought them because they were both priced. Nice to see that the edges of the glass are round and correspond to the glass of the body, but since the black frame is smaller than the liquid of the body, it hides a little bit. Also, the edges of the glass float a little bit, and the garbage gets stuck around. It's nice to see that the glass itself is very smooth, but I've been concerned about it for a while. It's cheap, but I think I'd like to keep on buying it for a while.",2枚入はありがたいが… : 2枚入でこの価格だったので購入しました。 保護ガラスの縁も丸まっていて、本体のカーブガラスに対応しているのはよかったですが 保護ガラスの黒枠が本体の液晶より小さいので、ディスプレイの縁がほんの少しですが隠れてしまいます。 また、保護ガラスの縁が少し浮くので、ゴミが周囲に付着してしまいます。 ガラス自体は滑りもよくきれいなのでよかったですが、細かいところで気になるところがいくつかでてきてしまいました。 値段が安いので、しばらくは使い続けようと思いますが、他に良いものがあれば買い替えてみたいです。
ja_0533467,2,sports,"Well, well: When I fell in and went to bed, I got a black thread. I hope you'll be okay if you do the laundry.",まあまあ : 中にくるまって寝たら、黒い糸屑みたいなのがつきました。洗濯したら大丈夫だといいのですが。
ja_0862914,2,shoes,"It's hard to put it on, but it's not practical to put it on. It's hard to put it on because it's hard to put it on. If you put it on, you're sure you don't want to use it when you put it on.",位置ズレが激しい : クッション性は良いのですが、それ以外は実用に値しません。 まず、踵位置への固定が難しい。シリコンなので貼付けできません。 一日これを入れて履いてると確実に横にズレます。 履くたびにズレをなおすため使うのが嫌になります。 また、長時間履いてると横にビローンと伸びてきます。それもズレの原因かと。 あと、前方の薄い部分が意外に厚めで、土踏まず部分に違和感があります。 結局、3回くらい使用しましたが、捨てました。 ここも、中華ガセレビューが多いので気をつけて下さい。
ja_0997156,2,wireless,Using iPad Pro 11 (iPad ProFSIM free version). . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,iPad Pro 11 で使用 : iPad Pro 11（SIMフリー版）で使用しました。場所的にSoftbank の電波はよく、通信状態はまずまずでした。 SIMを装着するとすぐにG3レベルで接続できました。同封されてきた案内によって設定をすると、当初はG3でしたが、すぐにG4レベルでの接続ができるようになりました。 テザリングを試しましたが、これはまったく駄目。Softbankの案内によって設定を試してみましたが、メニューさえまともに出てきません。 というわけで、直接通信のみなら問題ないでしょうが、テザリングをしたい場合はおすすめできません。
ja_0493139,3,kitchen,At least three things are cheaper: Buy one out of four was in contact with someone to pick up a sensor light bulb. You should check everything when you buy one.,３つでも安いが : 人感センサー電球を取りつけるために購入。４つ中１つが接触不良でした。購入の際は全部チェックした方がいいですね。
ja_0589242,3,wireless,It's hard to apply it... because there's a bubble in the middle and there's a lot of transparency in the center.,貼り方難しい… : 中央辺りに気泡が入ってしまい、せっかくの透明がまだらになってしまった…耐久性はまだ貼ったばかりなので不明ですが。
ja_0657680,3,apparel,It's too big.,"大きすぎます。 : 大きすぎます。 176cm,69kgでだいたいどのメーカーでもLサイズのタイツを選択いたします。 私の足首回りは22cmなのですがスッカスカでした。 素材感は満足していますので購入するならいつもより下のサイズをオススメします。 Lだけ割安な事に納得いたしました。"
ja_0830234,3,home_improvement,"If you ask QA for answers, I'll review it, and I don't write anything about it.",縦置きは発電量が低い、横置き専用の仕様？ : 横置きと比較すると、縦置きでは発電量が半分ぐらいに低くなるみたいです。そもそも横置きでの仕様なのかもしれません。Q&Aで尋ねても返事もなく、そのような事はどこにも書いないのでレビューしときます。
ja_0674390,3,electronics,"It's like making speakers out of small magnets and large coils. I put a neodium magnet at the end of my earplug, but I was able to hear the sound anyway. However, there are problems where battery-powering is so bad that it can be overheated, and it's likely that it's just too bad for cheating.",うまいことを考えるものですね : これは、極小の磁石と大きなコイルでスピーカーを作っているもののようです。 この小さい磁石は市販のものでも代用できるようです。 私は耳栓の先にネオジウム磁石を取り付けて使用しましたが、 とりあえず音を聞くことはできました。 ただし、常用するには ・電池持ちが著しく悪い ・アンプが過熱する ・そもそも音質が悪すぎる といった問題があり、 それこそカンニングくらいにしか使い物にならなさそうです。 もう少しコイルやアンプ等を工夫すれば改善しそうです。
ja_0754709,3,industrial_supplies,There's noise.,雑音はある : ラジオ等に雑音がかなり入ります。それ以外は満足です。
ja_0842611,3,apparel,"Buttons are too small: The size and materials were no problem, but unfortunately, the buttons are too small. Since last opened underwear were bought for hospital care, I can't hold them off on my own when I'm disabled.",ボタンが小さすぎ : サイズと素材は全く問題なかったのですが、残念ながらボタンが小さすぎます。(11mm) この前開き形状下着は入院介護用で購入したので、体が不自由なときは自分で留め外し出来ません。せめて15mmくらいあればやり易いと思います。
ja_0099259,3,automotive,"It's cheap, it's cheap, it's good, it's dark, it's accurate, and it's just like point out, if you're used to CSPs, COBs and power LEDs, you're going to feel like a long time ago, and it's not as popular as it was 10 years ago.",安い : 安くて良いです。でも暗い そして小加工前提の精度です 指摘通り爪の部分を削ったりペンチで潰さないとまず入りません 最近のCSPとかCOBやパワーLEDに慣れた後だと、大昔のLEDって感じです SMDなので10年位前に流行ったのとさほど違いは無いように思います
ja_0983899,3,office_product,I'm glad to hear that. &gt;&gt;That's great. &gt;&gt;I've printed the image in detail compared to other companies. &gt;&gt;That's great. &gt;&gt;That's great. &gt;&gt;That's great. &gt;&gt;That's great. &gt;&gt;That's great. &gt;&gt;That's great. &gt;&gt;That's great. &gt;&gt;That's great. &gt;&gt;That's great.,よかったです : 他社に比べて画像が精細にプリントできました。
ja_0121459,3,book,It's not good if it doesn't arrive on the opening day.: It's not even in the plastic late shipping. I'll go to the bookstore to buy it.,発売日に届かないのはダメだよね : 発送遅くビニールにも入ってない。これなら本屋に買いに行きます。
ja_0712684,3,wireless,"A little nervous: I'm afraid I'm not going to be able to bear the shock because the cover itself is thin, and when I'm afraid I'm going to slip off, my iPhone is red, so I don't feel any different color in itself.",少し不安 : 装着してすぐに、何かの拍子に簡単にカバーが外れてしまって、大丈夫かな？と不安になり カバーそのものが薄いので衝撃に耐えられるのか不安 持った時に、滑り落としそうで不安 私のiPhoneは赤なので、カバーの色味自体は違和感なくいい感じ
ja_0200900,3,home,"Use Mode: This tong has been useful, but sometimes it's hard to get rid of it when it's sad. I used it as a rule.",使用適度 : このトングを使って便利にはなりましたが、喪によってはトングについてしまって取りにくいときがあります。そのことをかいわみて普通にしました。
ja_0627871,3,apparel,"It's pretty cool, isn't it? &gt;&gt;Yeah. &gt;&gt;Yeah. &gt;&gt;Yeah. &gt;&gt;Yeah. &gt;&gt;Yeah. &gt;&gt;Yeah. &gt;&gt;Yeah. &gt;&gt;Yeah. &gt;&gt; Yeah. &gt;&gt;&gt; Yeah. &gt;&gt; Yeah. &gt;&gt;&gt; Yeah. &gt;&gt; Yeah. &gt;&gt; Yeah. &gt;&gt; Yeah. &gt;&gt; Yeah. &gt;&gt;&gt; Yeah. &gt;&gt;&gt; Yeah. &gt;&gt; Yeah. &gt;&gt;&gt;&gt; Yeah.",まあまあだね : 想像と違った肌触りだったが、デザイン的にはGO とても暖かいニットだ
ja_0593506,3,video_games,"The soft storage part is hard to use: I've got to re-install the software, so I'm carrying it somewhere else. I think it would have been better if I hadn't had the cheaper ones without the soft storage.",ソフト収納部分が使いにくい : ソフトを入れ直さなくてはならないので、結局別で持ち運びしています。 ソフト収納のない安い方でよかったと思います。
ja_0619005,3,wireless,"And I think that's a good idea, because I think it's a good idea. &gt;&gt;I still don't know how long it's going to be. &gt;&gt;I don't know how long it's going to be. &gt;&gt;I don't know how long it's going to be. &gt;&gt;I don't know how long it's going to be. &gt;&gt;I don't know how long it's going to be. &gt;&gt;I don't know how long it's going to be. &gt;&gt;I don't know. &gt;&gt;I don't know. &gt; &gt;&gt; &gt;&gt;&gt;I think. &gt;I don't know. &gt;gt;gt;gt;&gt;&gt;&gt;gt;gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt.",こすぱはいいと思います : 端の方はペラペラ感があるので耐久性はまだわからないので☆3つ
ja_0496371,3,kitchen,There's a lot of noise. &amp;gt;&amp;gt; It's a lot of noise. &amp;gt;&amp;gt; It's a lot of noise. &amp;gt;&amp;gt; It's a lot of noise. &amp;gt;&amp;gt; It's a lot of noise. &amp;gt;&amp;gt; It's a lot of noise. &amp;gt;&amp;gt; It's a lot of noise. &amp;gt;&amp;gt; It's a lot of noise. &amp;gt;gt;&amp;gt; It's a lot of noise.,使用時の音が大きい : 一軒家の借家の二階で使用しているとうるさいと家族に言われたので職場で使用。やっぱりうるさいみたいです 170/62の細身ですが、振動が弱くて振動部分があまり離れていないので肩腰足にあぁ〜キク！とはいきませんでした。自動で止まるので毎使用20分行っています 安価だし、話の種にはなったのでよしとします
ja_0342512,3,automotive,"3D is good for 3D. Just because my bike doesn't fit my size, I'm using the lower section.",立体で良い : なかなか3Dで良いと思います。 ただ私のバイクにはサイズが合わない為 下の部分を切り使ってます。
ja_0482504,3,other,"There are a lot of videos. - I'm glad to see the Walking Dead, but I feel that the monthly fee is a little high.",動画数は中々多いです。 : ウォーキングデッドが観れるのは嬉しいが、月額利用料が少し高く感じる。
ja_0881619,3,automotive,"It's not smooth, but thin: it's just a rubber cover.",滑らないけど薄い : ただのゴムのカバーです。フカフカなイメージでした。ただハンドルが滑らないのでしばらく使用しますが買い替えるかも…エブリイにつけましたが結構きつくて女性だとつけられないかもしれません
ja_0073005,3,shoes,It's not for business: it's heavy. It's a priceable item. I usually buy 23cm and 23cm in standard size.,ビジネス用ではない : 重いです。値段相応の品でした。普段が23cmで23cmを購入です。普段通りのサイズでピッタリでした。
ja_0516120,4,kitchen,"Children can be taken care of. &gt;&gt;An adult's idea is that they are a wonderful storage unit, but it seems like every child's problem is a problem.",子供は面倒がる。 : 大人の発想では 素晴らしい収納に思えるが、子供にはいちいち面倒くさいようだ。
ja_0630765,4,wireless,"I like it: I didn't put it very well, but it was hard to get something like dust on top of it. It was cheap and quick.",気に入った : 中々うまく貼り付けなくて苦労しました、直ぐほこりのようなものが付いてしまい大変でした。安価で迅速な対応は良かったです。
ja_0816412,4,apparel,It was lighter and lighter than I thought it would be! I'm glad I bought it!,イメージしてたより素敵なカラー : 思ってたより薄くて軽くよかった！ 買ってよかったー！！
ja_0648680,4,book,"I didn't use any other reference books, but I did pass the test one step at a point of about 70 percent. If I didn't have any original knowledge, I'd be able to understand it. If I didn't, I'd be able to step up to a higher level of test and test level in the review, but I didn't feel that it was too difficult.",受験対策、基礎の理解ともに必要十分な内容 : 就活でマーケティングへの興味をアピールできるように受験。検定対策の為に使用しました。 私は他の参考書は使わず、この問題集を一周して検定試験を受けました。70パーセントぎりぎりの得点でしたが無事合格！ もともとの知識が少ししかなくてもしっかり読むことで理解できます。何度か復習すればよりレベルの高い試験や参考書へステップアップしていけそうです。 レビュー欄にこの書籍と本試験のレベル差について書かれていますが、それ程難易度に大きな差は感じませんでした。 ただ、問題集に全く記載のない事柄もいくつか問われていたので、そういった問題の出題が重なると高得点は厳しいかもしれません。 CBT方式で出題がランダムなところがあるので、運が悪いと未掲載の内容ばかり出題されることもあるのかもしれませんね。 基本的にはこの書籍のみでも、しっかり内容を理解していれば安心だと思います。 ひとまずの受験対策とマーケティング初学者のはじめの一歩には必要十分な内容でした！
