review_id,stars,product_category,review_text,original_text
es_0879471,2,home_improvement,"Very large : The image they transmit in the photo seems to be for a smaller sander, but then they really are very big, and you have to adapt them (cut them) to use them Probably it was my mistake, but I don't think I will buy them again","Muy grandes : La imagen que transmiten en la foto parece para una lijadora mas pequeña, pero luego realmente son muy grandes, y tienes que andar adaptándolas (cortándolas) para darles uso Probablemente fue error mio, pero no creo que vuelva a comprarlas"
es_0860531,2,home,"Lighting : I like it to be RGB, but it does not keep memory and every time I connect it I have to go with the controller to put the color of light I want. It is not watertight, in one of the two I enter water...","Iluminación : Me gusta que sea RGB, pero no guarda memoria y cada vez que lo conecto tengo que ir con el mando para poner el color de luz que quiero. No es estanco, en uno de los dos le entro agua..."
es_0779532,2,beauty,"They break : They are not very good, when giving the tug it stays part of the cellulose stuck in the wax and then it costs a lot to remove from the skin. I did not like them.","Se rompen : No son muy buenos, al dar el tirón se queda parte de la celulosa pegada en la cera y luego cuesta muchísimo desprender de la piel. No me han gustado."
es_0865690,2,wireless,Rainbow bubble. : I like it but it comes out like a rainbow on the screen.,Burbuja arcoiris. : Me gusta pero sale como un arcoiris en la pantalla.
es_0701425,2,wireless,"Hard to program : It makes many failures, a year it stopped working. Software very weak and quite difficult to program it well and link it to the mobile. Once recognized, limited utilities.","Dificil programar : Da muchos fallos, al año dejó de funcionar. Software muy flojo y bastante dificil de programarlo bien y vincularlo al movil. Una vez reconocido, utilidades limitadas. Muy descontento"
es_0899905,2,pc,Nor is it for throwing rockets : the product is fine. you notice an improvement in performance although it is not for throwing rockets. the random reading/writing is quite poor.,tampoco es para tirar cohetes : el producto está bien. se nota una mejoría de rendimiento aunque tampoco es para tirar cohetes. la lectura/escritura aleatoria es bastante pobre.
es_0535110,2,home,"I didn't like it, : It's true you sort the shirts, but they're still on top of each other and they come out very wrinkled.","No me ha gustado, : Es verdad que ordena las camisetas, pero siguen estando una encima de la otra y salen muy arrugadas."
es_0225089,2,sports,Fatima touched : They have come to me well but the pink one has not arrived. I hope that for the next orders they will send it as appropriate,Fátima tocado : Me han llegado bien pero no ha llegado la de color rosa. Espero que para los proximos pedidos la manden como corresponda
es_0785359,2,wireless,"Bad : It made the function of tempered glass, very well. But it takes off easily and gets dirty very much.. It has all the marks left, it is horrible. I do not buy it again, sorry omoton, xq you are good brand but in this.... Very bad","Malo : Hizo la funcion de cristal templado, muy bien. Pero se despega con facilidad y se ensucia muchisimo.. Le quedan todas las huellas marcadas, es horrible. No lo vuelvo a comprar, lo siento omoton, xq se q sois buena marca pero en esto.... Muy mal"
es_0601123,2,home_improvement,PPP failure : The product may go well. But I can't connect it to the APP,Fallo en la APP : Puede que el producto vaya bien. Pero no puedo conectarlo con la APP
es_0296040,2,industrial_supplies,Alarm with low sound : The size and shape are fine. The sound of the alarm does NOT exceed 80 DB. Measured with approved device.,Alarma con sonido bajo : El tamaño y forma están bien. El sonido de la alarma NO supera los 80 DB. Medido con aparato homologado.
es_0949179,2,beauty,It's not very effective : It doesn't cover too much the shiners q is not q are too pronounced. The result is not the desired one.,No es muy efectivo : No tapa mucho las ojeras q tampoco es q sean muy pronunciadas. El resultado no es el deseado.
es_0647963,3,digital_ebook_purchase,Book entertaining : Book easy to read but it has not hooked me especially. In any case I just finished and let myself read well.,Libro entretenido : Libro fácil de leer pero que no me ha enganchado especialmente. En cualquier caso solo terminé y se dejó leer bien.
es_0658800,3,video_games,good : it is an item that is not bad in terms of quality and price so it is a good purchase,bien : es un articulo que no esta mal en cuanto a calidad y precio por lo que es una buena compra
es_0383583,3,furniture,I expected better result : The carpet is very well I don't give you more stars by Q after 2 months of use of it has stripped me of part of the fabric rim q takes,Me esperaba mejor resultado : La alfombra esta muy bien no le doy más estrellas por Q después de 2 meses de uso de me ha descosido parte del ribete de tela q lleva
es_0161775,3,toy,"KIT LADY BAG : The bag is reversible, the gloves are like for 10 year old girls, the earrings are not worth anything, they do not hold well to the ear.","KIT LADY BAG : El bolso es reversible, los guantes son como para niñas de 10 años, los pendientes no valen para nada, no se agarran bien a la oreja."
es_0406997,3,toy,"It should come better presented : It was for a gift and comes in a simple plastic bag ... it could come better presented. Otherwise, as expected.","Debería venir mejor presentado : Era para un regalo y viene en una simple bolsa de plástico... podría venir mejor presentado. Por lo demás, según lo esperado."
es_0459331,3,digital_ebook_purchase,"A title, already has it : A little sad but nice","Un título, ya lo tiene : Un poco triste pero bonito"
es_0654060,3,drugstore,Dental case : I like the order that allows I find the size excessive to travel,Estuche dental : Me gusta el orden que permite Me parece excesivo el tamaño Para viajar
es_0085566,3,home_improvement,"I imagined something a little more achieved the fabric on one side comes with a little air and the bust very light : Pretty simple for really what I paid for it, I imagined it better.The body needed to be heavier, and the upholstery has a part that took air.","Me imaginaba algo un poco mas logrado la tela en un lado viene con un poco de aire y el busto muy ligero : Bastante sencillo para realmente lo que he pagado por el, me lo imaginaba mejor.El cuerpo necesitaba que fuese mas pesado, y el tapizado tiene un parte que cogió aire."
es_0661601,3,apparel,"Tired the view : Ufff, difficult to explain, vision through glasses, is not very clear, dark, and polarity distorts much, tires the view","Cansa la vista : Ufff, difícil de explicar, la visión a través gafas, no es muy clara, oscurece mucho, y la polaridad distorsiona mucho, cansa la vista"
es_0417799,3,wireless,"Good product but... : I am one of those that the airpods are not able to stand with the feeling of security that you would like, because I am one of those who is hanging clothes with fear that they will fall off, the reality is that I have never fallen but with what they are worth I do not want to suffer. I buy them to be able to use them to go to run, but for the moment I have not tried to confess. The product is good, but if I do not put 3 stars is because it is uncomfortable to put and remove the hooks to be able to load them and carry them in the box/carrier, I know that it is not the fault of this product and maybe of apple that does not think in the different ears of all, but good it is my opinion. Once placed they give a good additional support and the airpods seem to hold much better in the ears, but almost I have to tell you that I have chosen to buy me some Anker Slim+ to go running that they go wonderfully and leave the airpods without additional accessories to listen in a more calm way at home of trip, etc....","Buen producto pero... : Soy de los que los airpods no se os aguantan con la sensacion de seguridad que os gustaria, pues yo soy uno de esos que esta colgando la ropa con miedo a que se me caigan, la realidad es que nunca se me han caido pero con lo que valen no me apetece sufrir. Los compre para poder utilizarlos para ir a correr, pero de momento no lo he probado he de confesar. El producto esta bien, pero si no le pongo 3 estrellas es porque resulta incomodo tener que poner y quitar los ganchos para poder cargarlos y llevarlos en la caja/cargador, se que no es culpa de este producto y quizas de apple que no piense en las diferentes orejas de todos, pero bueno es mi parecer. Una vez colocados dan un buen soporte adicional y los airpods parecen sujetarse mucho mejor en las orejas, pero casi os he de decir que he optado por comprarme unos Anker Slim+ para ir a correr que van de maravilla y dejar los airpods sin accesorios adicionales para escuchar de forma mas calmada en casa de viaje, etc.... Es decir que creo que me podia haber ahorrado el dinero de este gadget!"
es_0856432,3,home_improvement,Well : I have not tried it yet. The product has arrived in time and well packed when I try it I will put my opinion,Bien : Aún no lo he probado. El producto ha llegado en tiempo y bien embalado cuando lo pruebe pondré mi opinion
es_0591307,3,other,"Fulfill : Comply with what it announces, but it lacks the power to program itself and some action more than if they offer other smart plugs.","Cumple : Cumple con lo que anuncia, pero le falta el poder programarse y alguna acción más que si ofrecen otros enchufes inteligentes."
es_0779099,3,automotive,Key bmw e90 : The case fits perfectly but to me it has not come with the sticker and it is a detail that is noticeable,Llave bmw e90 : La carcasa encaja a la perfección pero a mi no me ha venido con la pegatina y es un detalle que se nota
es_0542610,3,digital_ebook_purchase,"Repeating and boring : The info is interesting and well documented, but it has become repetitive and boring in many moments, it could have written the same with less straw.","Repetitivo y aburrido : La info es interesante y está bien documentada, pero se me ha hecho repetitivo y aburrido en muchos momentos, se podría haber escrito lo mismo con menos paja."
es_0772237,3,home,Q: It is easy to handle battery lasts 5 minutes,Q : Es fácil de manejar la batería dura 5 minutos
es_0910101,3,home_improvement,"Good for Peugeot 206 : The truth is that I am happy with the purchase. It has been very good for me in a Peugeot 206 that had the plastics of the original pommel destroyed by the Sun (it fell into pieces). Pros: The finish is nice and it is quite well put. Nor are we going to get exquisite, because for the price that it has is not bad. Cons: I miss some weight in the pommel, since all the materials are plastic and the original came with lead inside to give some robustness. The product is something complex to install, because in order to remove the original pommel you have to cut it out to be able to remove it and you need to replace a bridle that takes (when you put your hands on the job you will see it already).","Bien para Peugeot 206 : La verdad es que estoy contento con la compra. Me ha quedado muy bien en un peugeot 206 que tenía los plásticos del pomo original deshechos por el Sol (se caía a trozos). Pros: El acabado es bonito y queda bastante bien puesto. Tampoco vamos a ponernos exquisitos, ya que por el precio que tiene no está nada mal. Contras: Echo en falta algo de peso en el pomo, ya que todos los materiales son plásticos y el original venía con plomo por dentro para dar cierta robustez. El producto es algo complejo de instalar, ya que para desmontar el pomo original hay que cortarlo para poderlo sacar y necesitas reemplazar una brida que lleva(cuando os pongáis manos a la obra ya lo veréis). Si eres un poco manitas o conoces a alguien que lo sea no tendrás mayor dificultad."
es_0166873,3,home,Improve the outer fabric : Out of the fabric comes the filling,Mejorar la tela exterior : Sale por fuera de la tela el relleno
es_0512701,3,shoes,It's not leather as the ad says. it's matt plastic. it's dirty with everything: it's not leather as the ad says. it's matt plastic. it's dirty with everything and I wouldn't buy it anymore.,no es cuero como dice el anuncio. es plástico mate. se ensucia con todo : no es cuero como dice el anuncio. es plástico mate. se ensucia con todo y no la compraría más nunca
es_0241462,3,lawn_and_garden,"Something poor : The product is made of plastic ... looks of poor quality, gives the impression of being a little cheap ... I expected it something better. that if, for exterior it is likely to resist well, and being made of plastic fibers it is cleaned well with a hose","Algo pobre : El producto es de plástico...parece de poca calidad, da la impresión de ser un poco barato... me lo esperaba algo mejor. eso si, para exterior es probable que resista bien, y al ser de fibras de plástico se limpia bien con un manguerazo"
es_0398830,3,electronics,Very large : Too big. It works well....,Muy grande : Demasiado grande. Funciona bien....
es_0423591,4,grocery,Very good : I bought it for a gift and loved it for originality. We will have to wait for it to try it out,Muy bien : Lo compré para un regalo y le encantó por la originalidad. Habrá que esperar a que la haga para probarla
es_0924959,4,sports,"Angel : Okay but if you want to make the most of it buy a wall or ceiling anchor to pass the rubbers. I have the Femor Anchor and it is scary but it adds 10 euros more, it is worth it.","Angel : Esta bien pero si quiere sacar el maximo provecho comprate un anclaje de pared o techo para pasar las gomas. Yo tengo el Femor Anclaje y va de miedo pero suma 10 euros mas, merece la pena."
es_0403956,4,furniture,Quality price : It is soft and acceptable price,Calidad precio : Es suave y precio aceptable
es_0615003,4,musical_instruments,Good operation : That's what I wanted. Battery charging lasts a long time. I only charged it once for the time being. I'm wondering if you'll let me know when there's no battery left or I'll be left without it all of a sudden. If they were smaller it would be an excellent product but I have no complaint about them.,Buen funcionamiento : Es lo que quería. Dura mucho la carga de la batería. De momento solo lo he cargado una vez. Tengo la duda de si me avisará cuando quede poca batería o me quedaré sin ella de repente. Si fueran más pequeños sería un excelente producto pero no tengo queja de ellos. Coge inmediatamente la conexión con el móvil Muy bien. Lo recomiendo
es_0133605,4,home,Price : This good quality price,Precio : Esta bien calidad precio
es_0652148,4,musical_instruments,"Excellent quality-price. A great controller. : It is a reference controller, with very good finish. The only incomprehensible aspect is that it lacks ignition switch, so you can see in the need to pull the usb cable, and the lack of reference in its pitch bend.","Excelente calidad-precio. Un gran controlador. : Es un controlador de referencia, con muy buen acabado. El único aspecto incomprensible es que carece de interruptor de encendido, por lo que puedes verte en la necesidad de tirar del cable usb, y la falta de referencia en su pitch bend."
es_0453158,4,industrial_supplies,Excellent product : Good price and fast shipping,Producto excelente : Buen precio y envío rápido
es_0316534,4,lawn_and_garden,"Well : Beautiful. The only thing to do is that with only 2 months of use, the seat fabric is already yielding in the seams. It looks like it won't last long. But the rest is accurate to the photo.","Bien : Bellísimas. La única pega es que con solo 2 meses de uso, la tela del asiento ya está cediendo en las costuras. Se ve que no durará mucho. Pero de resto es exacto a la foto."
es_0161024,4,pc,"Perfect size: Fits inside Ps4 slim, but we were not able to make it work. Despite that with a housing makes the perfect function of external hard drive.","Tamaño perfecto : Cabe en el interior de Ps4 slim, pero no fuimos capaces de hacerlo funcionar. A pesar de ello con una carcasa hace la función perfecta de disco duro externo."
es_0227531,4,electronics,Perfect : Excellent product. Easy to use and so far they go well. It has been a good purchase. I recommend it.,Perfectos : Excelente producto. Fáciles de usar y hasta ahora van bien. Ha sido una buena compra. Lo recomiendo.
es_0681904,4,pet_products,"Happy to buy : A large base for big cats. The top platform is a little small, for my cat and especially the top roller is for very small cats","Contento por la compra : Una base grande para gatos grandes. La plataforma de arriba es un poco pequeña, para mi gato y sobre todo el rodillo de arriba es para gatos muy pequeños"
es_0141996,4,lawn_and_garden,Good value for money : For the price it has I expected even a fabric of worse quality. It is true that the end of the hooks of the corners is not entirely consistent.....but it is okay,Buena relación calidad-precio : Por el precio que tiene me esperaba incluso una tela de peor calidad. Es cierto que el remate de los ganchos de las esquinas no es del todo consistente.....pero esta bien
es_0127253,4,home,Original lamp : As advertised in the photo. It works very well with the remote control.,Original lámpara : Tal y como anuncian en la foto. Funciona muy bien con el mando a distancia.
es_0599963,4,toy,A very versatile toy : Our 12-month-old baby has loved it and uses them mainly as rattles. The only problem I have had is that as soon as they have been hit by some wood from the box where they are stored it has been broken and chipped. I understand that my baby is very small and still does not know how to take care of this toy properly. We have also tried it with the light box and look beautiful on it. The toy itself I love and recommend it 100%. I have not given 5 stars because I have not seen it very resistant and I have been broken.,Un juguete muy versátil : A nuestro bebé de 12 meses le ha encantado y los utiliza principalmente como sonajeros. El único problema que he tenido es que en cuanto les ha dado algún golpe la madera de la caja donde se guardan se ha roto y se ha astillado. Entiendo que mi bebé es muy pequeña y todavía no sabe cuidar este juguete adecuadamente. También lo hemos probado con la caja de luz y se ven preciosos en ella. El juguete en sí me encanta y lo recomiendo 100%. No le he dado 5 estrellas porque no lo he visto muy resistente y a mi se me ha roto.
es_0614808,4,sports,Good product : Quality ratio good price. Very good customer service and very fast response. Recommended. Easy to save. Meet my expectations,Buen producto : Relación calidad precio buena. Atención al cliente muy buena y con respuesta muy rápida. Recomendable. Fácil de guardar. Cumple mis expectativas
es_0504317,4,shoes,Salomon : All good and perfect delivery,Salomon : Todo bien y entrega perfecta
es_0445210,4,pc,"Impeccable Quality-Price : I've been with her for a few months and I'm delighted. The only stick I can put on is that the edges are a little rough and can come to scratch. Nothing from the other world. The rest is fantastic, with incredible quality-price.","Calidad-Precio impecable : Llevo unos meses con ella y estoy encantado. La única pega que puedo ponerle es que los bordes son un poco asperos y pueden llegar a arañar. Nada del otro mundo. El resto es fantástico, con una calidad-precio increíble."
es_0926598,4,baby_product,"The box a little mistreated but the most perfect!!! : I arrive in the right time, the only bad thing that the box came a bit hit, but the inside product in perfect condition !","La caja un poco maltratada pero lo demas perfecto !!! : Llego en el tiempo indicado , lo unico malo que la caja venia un poco golpeada , pero el producto interior en perfecto estado !"
es_0996672,4,kitchen,"It doesn't work: After having used it once and cleaning it carefully, it doesn't work anymore, it does the boot but it doesn't start. I want to return it. They changed it for a new one without problems and fast","NO FUNCIONA : Después de haberlo usado una vez y limpiarlo con cuidado, ya no funciona, hace el amago de arrancar pero no enciende. Quiero devolverlo. ME LO CAMBIARON POR UNO NUEVO SIN PROBLEMAS Y RÁPIDO"
es_0046481,4,kitchen,A good blender at a good price : Very good blender. The best that includes some glass jars to make the smoothies that Just very well with the piece that carries the blades and the piece of rubber. The worst the plastic glass that on the second day had already shattered the piece of rubber. Smoothies perfectly smoothed in 30 seconds.. (Be careful not to keep the mixer active long because the engine is powerful but does not last long on),Una buena batidora a buen precio : Muy buena batidora. Lo mejor que incluye unas jarras de cristal para hacer los batidos que Justamente muy bien con la pieza que lleva las cuchillas y la pieza de goma. Lo peor el vaso de plástico que al segundo día ya me había destrozado la pieza de goma. Los Smoothies perfectamente batidos en 30 segundos.. (Hay que tener cuidado de no mantener mucho tiempo activa la batidora porque el motor es potente pero no aguanta mucho tiempo encendido)
es_0485737,5,kitchen,QUALITY GOOD PRICE. : Good purchase in quality and price.,CALIDAD PRECIO BUENA. : Buena compra en calidad y precio.
es_0533644,5,home_improvement,Practical. : Very good makes it very easy for me to use them in my two aquariums and now I do not worry about the number of hours of light that my plants and fish receive.,Prácticos. : Muy buenos me an facilitado mucho los uso en mis dos acuarios y ahora no me preocupo de la cantidad de horas de luz que reciben mis plantas y peces.
es_0743562,5,wireless,"Right: That's right, it's what you ask for and I'll deliver in time.","Correcto : Correcto, es lo que solicite y se entrego en plazo."
es_0397126,5,toy,"It is durable : Faithful to the features. The truth that for its price and quality is a perfect gift for a child of age to play all day long superheroes (shock, throw...)","Es duradero : Fiel a las características. La verdad que por su precio y calidad es un regalo perfecto para un niño en edad de jugar todo el día a superhéroes (chocar, tirar...)"
es_0863482,5,personal_care_appliances,"The best from the mercury thermometers : Since the mercury thermometers were removed I had not found any that was in condition. Fast, easy-to-read and perfectly functional.","El mejor desde los termometros de mercurio : Desde qe retiraron los termómetros de mercurio no había encontrado ninguno que midiera en condiciones. Rápido, de fácil lectura y funcionado perfectamente."
es_0669545,5,personal_care_appliances,"Walker : I bought it for my sister who is operated on by the spine and is doing very well, very comfortable and weighs little.","Andador : Lo compré para mí hermana que está operada de la columna y va muy bien, muy cómodo y pesa poco."
es_0250811,5,office_product,"Well done. : The card is well done, has a premium point that will not disappoint the buyer, its shipping is very fast.","Bien hecha. : La tarjeta está bien hecha, tiene un punto premium que no decepcionará al comprador, su envío es muy rápido."
es_0122263,5,sports,"It looks great : I liked it very much, it meets my expectations!! It looks very good and looks good !! Greetings !!","Queda muy bien : Me ha gustado mucho, cumple con mis expectativas!! Queda muy bien y se ve de buena calidad !! Saludos !!"
es_0013709,5,wireless,I would buy it again : It was for a gift and he is very happy,Volvería a comprarlo : Era para un regalo y esta muy contento
es_0893788,5,office_product,"A 10 : Very good item. An authentic beauty, good quality and good price. Very happy with the purchase of this notebook. 10","Un 10 : Muy buen artículo. Una auténtica preciosidad, buena calidad y buen precio. Muy contenta con la compra de este cuaderno. 10"
es_0231489,5,luggage,"Nice, comfortable and with pocket : I love it is comfortable and help you have an extra pocket behind","Bonita, cómoda y con bolsillo : Me encanta es cómoda y ayuda que tenga un bolsillo extra detras"
es_0768668,5,home,"All good : I've been looking for a standing lamp with a height of 80-90 cm, so that sitting next to me does not disturb the light in my eyes. This one with its three different heights comes perfect to me. It gives a feeling of good quality and aesthetically it is beautiful, with fine base metal foot, rubber flexo and that of the lamp itself of plastic but well. Regulable in intensity and tone. And for the price it seems to me a very good purchase.","Todo bien : Llevaba tiempo buscando una lámpara de pie con una altura de 80-90 cm, para que al estar sentado al lado no me moleste la luz en los ojos. Esta con sus tres alturas distintas me viene perfecta. Da sensación de buena calidad y esteticamente es bonita, con pie metalico de base fina, flexo de goma y lo de la lámpara propiamente de plástico pero bien. Regulable en intensidad y tono. Y por el precio me parece una buenísima compra."
es_0342238,5,furniture,Very good : Very nice chairs and come well,Muy bueno : Sillas muy bonitas y vienen bien
es_0913087,5,kitchen,"Small but it works : I bought it to try to minimize the humiditys of my bathroom. It is small, but it works quite properly. On a working day it has collected more than half of the tank, I hope that gradually minimizes the humiditys or at least that when it is completely dry and paints the ceiling the humidity does not appear again. The operation is very simple. Simply put it where you need it, plug it and it starts to work. I find very important the little noise that makes in its operation. I hope it solves my problem.","Pequeño pero funciona : Lo compré para intentar minimizar las humedades de mi baño. Es pequeño, pero funciona bastante correctamente. En un día de funcionamiento ha recogido más de la mitad del depósito, espero que poco a poco minimice las humedades o por lo menos que cuando esté seco completamente y pinte el techo no vuelvan a aparecer las humedades. El funcionamiento es muy sencillo. Simplemente ponerlo donde lo necesites, enchufarlo y empieza a funcionar. Me parece muy importante el poco ruido que hace en su funcionamiento. Espero que me solucione mi problema."
es_0348924,5,automotive,"Good fists!! : I needed some fists for my Honda Deauville without having to spend much, these are perfect, good material, the design I like very much and the relief goes very well to feel that you have a good grip. Putting them was very simple","Buenos puños!! : Necesitaba unos puños para mi Honda Deauville sin tener que gastarme mucho, estos son perfectos, buen material, el diseño me gusta mucho y el relieve va muy bien para sentir que tienes un buen agarre. Ponerlos fue muy sencillo"
