id,neg,neu,pos,compound,date,renderedContent,likeCount,retweetCount,replyCount,inReplyToTweetId,hashtags
1644374006038921216,0.0,0.783,0.217,0.3612,2023-04-07 16:18:08+00:00,"✍️ Raw #ai is like watercolour. Unpredictable\, mysterious &amp; unbounded.",2,0,0,,['ai']
1644373992588083201,0.0,0.735,0.265,0.8689,2023-04-07 16:18:05+00:00,"🎁 NEW Big #fcfs #Airdrop @META_STARx 🎉🎉   ✅ Follow @META_STARx  ✅ Like &amp; RT &amp; Tag 3 friends ✅ Free $40\,000 worth of $DNC Tokens PRICE POOL ⤵  gleam.io/FTUYt/delta-ne…  #Airdrop #META_STARx #Arbitrum #FCFS #Giveaway #NFT #NFTGiveaway #IDO #AI #Crypto #BSC",1,0,1,,"['fcfs', 'Airdrop', 'Airdrop', 'META_STARx', 'Arbitrum', 'FCFS', 'Giveaway', 'NFT', 'NFTGiveaway', 'IDO', 'AI', 'Crypto', 'BSC']"
1644373983779758081,0.351,0.499,0.151,-0.8765,2023-04-07 16:18:03+00:00,Doctors are drowning in paperwork. Some companies claim AI can help using chatbot technology to help reduce the burden on physicians. But some academics warn bias and errors could hurt patients. Good / bad? #AI,1,0,0,,['AI']
1644373965341696001,0.067,0.883,0.05,-0.1779,2023-04-07 16:17:58+00:00,"#AI is one aspect that will change all societies. We will see manufacturing change\, energy production\, see water holds more lithium than soil. It worries me deeply\, the impact on the developing world\, we're not talking decades here\, years.",1,0,0,,['AI']
1644373956399632384,0.0,0.714,0.286,0.8555,2023-04-07 16:17:56+00:00,This is a very high quality and reliable project. The team is working efficiently. I am sure that the idea of the project is interesting and promising. #EVOLIA $EVO #AI #CRYPTO #AI2EARN,1,0,0,,"['EVOLIA', 'AI', 'CRYPTO', 'AI2EARN']"
1644373953308237824,0.0,0.644,0.356,0.7263,2023-04-07 16:17:56+00:00,True! #AI pause would simply benefit #China  Former #Google CEO Eric Schmidt says.,1,0,0,,"['AI', 'China', 'Google']"
1644373942071869440,0.0,0.686,0.314,0.6696,2023-04-07 16:17:53+00:00,Only solution = #ArtificialIntelligence + #DeFi = Long term profits generation!  #AI #Crypto #Bitcoin #DOGE #zkSync #SOL,2,0,0,,"['ArtificialIntelligence', 'DeFi', 'AI', 'Crypto', 'Bitcoin', 'DOGE', 'zkSync', 'SOL']"
1644373938342854659,0.0,0.823,0.177,0.6996,2023-04-07 16:17:52+00:00,"Pre-launch of the One Click Creator Community! Still time to join in on the fun. Speaking with @blisshousenetwk\, @Drew16431283\, Melita\, Almetha Ford\, @betterfasting\, and @KassandraKuehl clubhouse.com/room/xXKjgYWP?… #oneclickcreator #ai #chatgpt",1,0,0,,"['oneclickcreator', 'ai', 'chatgpt']"
1644373919552479232,0.126,0.874,0.0,-0.3802,2023-04-07 16:17:48+00:00,"In a bizarre twist\, CTOs everywhere are going back to school to study English …and Poetry! ;&gt; #llm #code #ai",1,0,0,,"['llm', 'code', 'ai']"
1644373891173986304,0.0,0.864,0.136,0.5859,2023-04-07 16:17:41+00:00,ios - How to make an image change its shape when pressed in SwiftUI?  #SEO #Google #Apple  #IOS #cybersecurity #Robotics #AI  channel969.com/ios-how-to-mak…  I've been trying to solve this for a while but I just can't seem to get a solution. What I want is that...,1,0,0,,"['SEO', 'Google', 'Apple', 'IOS', 'cybersecurity', 'Robotics', 'AI']"
1644373889492094977,0.128,0.811,0.06,-0.3802,2023-04-07 16:17:40+00:00,"I’ve always awed at @Gucci photoshoots and became obsessed with #fashion mags from an early age. With #AI modeling becoming widely used by many clothing brands this year\, I thought I’d shoot my shot at having @QueenGlitchAI do a #Gucci inspired fashion shoot!  With the rise of AI… https://t.co/PeiCf2q1bq",5,2,1,,"['fashion', 'AI', 'Gucci']"
1644373882667671552,0.0,0.9,0.1,0.6369,2023-04-07 16:17:39+00:00,➡ This stock trading software analyzes MILLIONS of trades while you sleep to find the best trade setups.  Auto-Trading Monthly Performance via ⟶ go.trade-ideas.com/SH5B  #AI #HollyAI #AutoTrading #Stocks #Algorithmic #Trading $LOW $ADI $TJX $MCG $IMPP $LU $AR $NGL $FXS $DOGE https://t.co/ELAQiu3hbF,1,0,0,,"['AI', 'HollyAI', 'AutoTrading', 'Stocks', 'Algorithmic', 'Trading']"
1644373881338187778,0.1,0.786,0.114,0.0772,2023-04-07 16:17:38+00:00,It seems to me that a lot of human creativity is going to be lost forever with the advent of #AI.,1,0,0,,['AI']
1644373864221138947,0.0,0.945,0.055,0.2157,2023-04-07 16:17:34+00:00,DAI : DECENTRALIZED AI  Daiprompts .com : personalized and prompt decentralized AI for accurate and relevant answers to your most complex digital challenges!  afternic.com/search?k=DAIPR…  #Dai #ai #decentralized #chatgpt #gpt #Prompts #prompt  #Afternic #GPT4 #AutoGPT https://t.co/CGTeJqcOP0,1,0,0,,"['Dai', 'ai', 'decentralized', 'chatgpt', 'gpt', 'Prompts', 'prompt', 'Afternic', 'GPT4', 'AutoGPT']"
1644373861058875393,0.0,1.0,0.0,0.0,2023-04-07 16:17:34+00:00,How to Talk to Your Students about #ChatGPT: A Lesson Plan for High School and College Students #AcademicIntegrity  drsaraheaton.wordpress.com/2023/04/07/how…,0,0,0,,"['ChatGPT', 'AcademicIntegrity']"
1644373811024756747,0.0,0.765,0.235,0.836,2023-04-07 16:17:22+00:00,"🎁 NEW Big #fcfs #Airdrop @META_STARx 🎉🎉    ✅ Follow @META_STARx  ✅ Like &amp; RT &amp; Tag 3 friends ✅ Free 400\,000 $ZDX Tokens PRICE POOL ⤵  gleam.io/competitions/Z…  #Airdrop #META_STARx #Arbitrum #FCFS #Giveaway #NFT #NFTGiveaway #IDO #AI #Crypto #BSC",1,0,1,,"['fcfs', 'Airdrop', 'Airdrop', 'META_STARx', 'Arbitrum', 'FCFS', 'Giveaway', 'NFT', 'NFTGiveaway', 'IDO', 'AI', 'Crypto', 'BSC']"
1644373806360690689,0.0,0.765,0.235,0.836,2023-04-07 16:17:21+00:00,"🎁 NEW Big #fcfs #Airdrop @META_STARx 🎉🎉    ✅ Follow @META_STARx  ✅ Like &amp; RT &amp; Tag 3 friends ✅ Free 400\,000 $ZDX Tokens PRICE POOL ⤵  gleam.io/competitions/Z…  #Airdrop #META_STARx #Arbitrum #FCFS #Giveaway #NFT #NFTGiveaway #IDO #AI #Crypto #BSC",1,0,1,,"['fcfs', 'Airdrop', 'Airdrop', 'META_STARx', 'Arbitrum', 'FCFS', 'Giveaway', 'NFT', 'NFTGiveaway', 'IDO', 'AI', 'Crypto', 'BSC']"
1644373803684999168,0.0,0.854,0.146,0.6249,2023-04-07 16:17:20+00:00,"#SD\, #StableDiffusion\, #AI\, #Artwork\, #Lora\, ""The studio has a new sisters\, new photos"" ""They're all so young\, and they're all in great shape...""  Twitter_twitter.com/VersaceModel_AI Instagram_instagram.com/yeliyumeiji/ https://t.co/1t5YlyQfJA",1,0,1,,"['SD', 'StableDiffusion', 'AI', 'Artwork', 'Lora']"
1644373768754610176,0.0,1.0,0.0,0.0,2023-04-07 16:17:12+00:00,You need a Hacker for your service DM  now very Reliable  #DataScience #Cybersecurity #BigData #Analytics #AI #IIoT #Python #RStats #TensorFlow #JavaScript #ReactJS #CloudComputing #Serverless #DataScientist #Linux #Programming #Coding #100DaysofCode #NodeJS #golang #NLP #IoT https://t.co/GfUkRmk4P8,1,0,0,,"['DataScience', 'Cybersecurity', 'BigData', 'Analytics', 'AI', 'IIoT', 'Python', 'RStats', 'TensorFlow', 'JavaScript', 'ReactJS', 'CloudComputing', 'Serverless', 'DataScientist', 'Linux', 'Programming', 'Coding', '100DaysofCode', 'NodeJS', 'golang', 'NLP', 'IoT']"
1644373762026946564,0.0,1.0,0.0,0.0,2023-04-07 16:17:10+00:00,"RT @BU_Computing: Starting at 11AM today: a talk from Dr. @feiwang03 @WeillCornell on ""AI for Digital Health: A Full-Stack Health Data Science Perspective"". Hybrid Event. Register: bit.ly/3ZSzevr  #MLxMed #digitalhealth #AI #DataScience  @kbatm… https://t.co/HExGPoVtqO",1,0,0,,"['MLxMed', 'digitalhealth', 'AI', 'DataScience']"
1644373733895974914,0.0,1.0,0.0,0.0,2023-04-07 16:17:03+00:00,Read this 👇👇👇 #Litho #JOT #ai #cryptonews,1,0,0,,"['Litho', 'JOT', 'ai', 'cryptonews']"
1644373722210484225,0.0,1.0,0.0,0.0,2023-04-07 16:17:01+00:00,For #Snapchat #WhatsApp #TikTok #Instagram Hacking or Recovery Dm  #MachineLearning #DataScience #SQL #BigData #Analytics #AI #IIoT #Python  #JavaScript #ReactJS #CloudComputing #Serverless #DataScientist #Linux #Programming #Coding #100DaysofCode #NodeJS #golang #NLP #NFTs https://t.co/ugJf2dfvwv,0,0,0,,"['Snapchat', 'WhatsApp', 'TikTok', 'Instagram', 'MachineLearning', 'DataScience', 'SQL', 'BigData', 'Analytics', 'AI', 'IIoT', 'Python', 'JavaScript', 'ReactJS', 'CloudComputing', 'Serverless', 'DataScientist', 'Linux', 'Programming', 'Coding', '100DaysofCode', 'NodeJS', 'golang', 'NLP', 'NFTs']"
1644373719979110402,0.0,0.919,0.081,0.4767,2023-04-07 16:17:00+00:00,"""Our results represent how artificial intelligence and optical histology can be used to provide a rapid and scalable adjunct to wet lab methods for the molecular screening of patients with diffuse glioma."" nature.com/articles/s4159… #cancer #pathology #AI #glioma",1,0,0,,"['cancer', 'pathology', 'AI', 'glioma']"
1644373718922317829,0.0,1.0,0.0,0.0,2023-04-07 16:17:00+00:00,Your face when you need to go to the gym 🙈🐈  #dyvo #dyvoai #aiart #gym #cat #pet #ai #aiavatar #aigenerator #photo #photography #trending https://t.co/ccWatSQ4S6,2,0,0,,"['dyvo', 'dyvoai', 'aiart', 'gym', 'cat', 'pet', 'ai', 'aiavatar', 'aigenerator', 'photo', 'photography', 'trending']"
1644373705991004160,0.0,1.0,0.0,0.0,2023-04-07 16:16:57+00:00,"Who and what's behind #OpenAI. The story of #ChatGPT rise and its founder\, including his quarrel with #ElonMusk   wsj.com/articles/chatg…",0,0,0,,"['OpenAI', 'ChatGPT', 'ElonMusk']"
1644373672373673986,0.0,0.909,0.091,0.3818,2023-04-07 16:16:49+00:00,I'm going to accept any offer made for any of my #NFTs above 0 (zero) of any #cryptocurrency Get them here: opensea.io/dmichaylov #NFT #Crypto #blockchain #digitalart #art #AI,1,0,0,,"['NFTs', 'cryptocurrency', 'NFT', 'Crypto', 'blockchain', 'digitalart', 'art', 'AI']"
1644373629377839105,0.0,0.79,0.21,0.8074,2023-04-07 16:16:38+00:00,@MTVKAOS777 @WallStreetSilv yeah I  worked for an hour with  #chatgpt  to get correct output for code  a week job done  in an hour  though.   There will be 100 fold increase in the productivity  for sure  if  world is ready to consume,0,0,0,1.6441274493437215e+18,['chatgpt']
1644373628077867010,0.076,0.759,0.165,0.3182,2023-04-07 16:16:38+00:00,#NetworkFort deploys #AI-based filtering and user security awareness to prevent #emergingthreats. NetworkFort filters out each #email before it is delivered to your #mailserver to protect your business from possible email-borne threats. https://t.co/y5dATCHle1,0,0,0,,"['NetworkFort', 'AI', 'emergingthreats', 'email', 'mailserver']"
1644373611732402176,0.0,1.0,0.0,0.0,2023-04-07 16:16:34+00:00,Launching #MetroAI v2 today!   #openai #chatgpt #gpt4 #ai #startup,0,0,0,,"['MetroAI', 'openai', 'chatgpt', 'gpt4', 'ai', 'startup']"
1644373598323212297,0.0,1.0,0.0,0.0,2023-04-07 16:16:31+00:00,@voorivex 1-SQL Injection 2-Cross-Site Scripting (XSS) 3-Weak Randomness  #chatgpt,0,0,1,1.6443274552247337e+18,['chatgpt']
1644373570221400068,0.048,0.725,0.226,0.784,2023-04-07 16:16:24+00:00,🔥 ChainGPT AI - $CGPT🔥  The future of #Blockchain AI is here!  IDO is live now. Best of luck guys 🤞  Don’t miss out on this 🔥🤯💥  #CryptoCommunity #ChatGPT #Web3,1,0,1,,"['Blockchain', 'CryptoCommunity', 'ChatGPT', 'Web3']"
1644373478265503748,0.0,0.906,0.094,0.3612,2023-04-07 16:16:02+00:00,Natural Language Processing &amp; #AI: Methodology and Correlation Explained   datasciencelearner.com/natural-langua… via @DataScienceL  #NLP #DataScience #MachineLearning #AI Cc @KirkDBorne @floriansemle @digitalcloudgal @AkwyZ @pierrepinna @Ym78200 @DeepLearn007 https://t.co/YmolRbfhgR,0,0,0,,"['AI', 'NLP', 'DataScience', 'MachineLearning', 'AI']"
1644373472984940546,0.0,0.692,0.308,0.5994,2023-04-07 16:16:01+00:00,"How I Created a Data Visualization With Zero Coding Skills\, Thanks to ChatGPT nightingaledvs.com/data-visualiza… #ChatGPT",1,0,0,,['ChatGPT']
1644373439493586946,0.0,0.948,0.052,0.2446,2023-04-07 16:15:53+00:00,"Simplify your life with SimpleMail! Our AI-powered tool handles your email responses with the right tone\, so you can focus on what really matters. Try it today and experience the ultimate time-saver!  #simplemail #ai #emailwriting #productivitytools https://t.co/csjVuUieAA",0,0,0,,"['simplemail', 'ai', 'emailwriting', 'productivitytools']"
1644373430093979649,0.0,1.0,0.0,0.0,2023-04-07 16:15:51+00:00,Video made by using ChatGPT and FlexClip's AI 😮 youtu.be/D-6IZjXXeaM  @FlexClipApp @ChatGPTNFTs #ChatGPT #FlexClip #YouTube #youtubechannel #YOUTUBERS,0,0,0,,"['ChatGPT', 'FlexClip', 'YouTube', 'youtubechannel', 'YOUTUBERS']"
1644373400549302276,0.0,1.0,0.0,0.0,2023-04-07 16:15:44+00:00,Men’s Premium Sweatshirt hoodiepeeps.myshopify.com/products/men-s… ##elonmusk ##web3 #Kardashian ##fashionweek ##AI ##branding #celebrate ##artistic ##comfort ##tech #Men https://t.co/9wvCdcuV95,0,0,0,,"['elonmusk', 'web3', 'Kardashian', 'fashionweek', 'AI', 'branding', 'celebrate', 'artistic', 'comfort', 'tech', 'Men']"
1644373390675910659,0.0,1.0,0.0,0.0,2023-04-07 16:15:41+00:00,"📢  Got G--P--T?  G--P--T.com domain name available for sale!  * Price is $30\,000  #GPT #ChatGPT #AI #LLM #LLMs #Domains #DomainNames https://t.co/3EHjpRArqi",0,0,0,,"['GPT', 'ChatGPT', 'AI', 'LLM', 'LLMs', 'Domains', 'DomainNames']"
1644373386003378176,0.0,1.0,0.0,0.0,2023-04-07 16:15:40+00:00,"I go through ~12 newsletters a day on #AI\, #web3\, #Ordinals\, and #NFTs...  And I STILL feel behind.",1,0,0,,"['AI', 'web3', 'Ordinals', 'NFTs']"
1644373378273357824,0.0,1.0,0.0,0.0,2023-04-07 16:15:39+00:00,Levi's Will “Supplement Human Models” With #Ai Generated Ones hypebeast.com/2023/3/levi-hu… Will “Supplement Human Models” With AI Generated Ones Here comes #DigitalTwins and #phygitalfashion all powered by #artificialintelligence,0,0,0,,"['Ai', 'DigitalTwins', 'phygitalfashion', 'artificialintelligence']"
1644373357977288704,0.348,0.652,0.0,-0.4939,2023-04-07 16:15:34+00:00,Why should we fear #AI? Because: mattball.org/2023/04/we-hav…,0,0,0,,['AI']
1644373326884741121,0.0,0.923,0.077,0.4857,2023-04-07 16:15:26+00:00,You know who's really writing #ChatGPT's articles? ME! Me &amp; authors like me who've been populating the Internet w/content for a decade+.  How about ChatGPT pays a #royalty to every #writer whose material it uses?  My new article: bit.ly/43gPXeY  #plagiarism #classaction,1,0,0,,"['ChatGPT', 'royalty', 'writer', 'plagiarism', 'classaction']"
1644373325387276288,0.0,0.529,0.471,0.9097,2023-04-07 16:15:26+00:00,"""Absolutely loving using Chat GPT! It's like having a smart and helpful assistant at my fingertips."" #ChatGPT #AI #virtualassistant",0,0,0,,"['ChatGPT', 'AI', 'virtualassistant']"
1644373299462393860,0.0,1.0,0.0,0.0,2023-04-07 16:15:20+00:00,"Must Read: What to Know About #AI Fashion Week\, The Decline of the Sneaker Trend ca.sports.yahoo.com/news/must-read… https://t.co/BoPPsvJx4E",0,0,0,,['AI']
1644373252297596928,0.0,0.904,0.096,0.4753,2023-04-07 16:15:08+00:00,"Chatbot technology is revolutionizing the way businesses interact with customers. From providing personalized advice to completing transactions\, chatbots are transforming customer service and improving customer satisfaction!"" #Chatbot #AI #CustomerServi https://t.co/5krI7LZsjB",0,0,0,,"['Chatbot', 'AI', 'CustomerServi']"
1644373251710124036,0.054,0.872,0.074,0.1779,2023-04-07 16:15:08+00:00,#AI nurse assistant bags $5.3m to help #healthcare staff shortage  Teton.ai: #AI assistant can remove 25% of #nurse workload on night shifts  bit.ly/3KzLIDR #HIMSS23 #5G #MedTech #nurses #Nursing #digitalhealth #HealthTech #MedTwitter #HIMSS #HIMSS2023 https://t.co/D1YtGosYfs,0,0,0,,"['AI', 'healthcare', 'AI', 'nurse', 'HIMSS23', '5G', 'MedTech', 'nurses', 'Nursing', 'digitalhealth', 'HealthTech', 'MedTwitter', 'HIMSS', 'HIMSS2023']"
1644373233532010506,0.119,0.822,0.058,-0.3182,2023-04-07 16:15:04+00:00,"C3 AI shares tumble on criticism by short seller\, falling 43% over the course of a few days.  Follow @SiliconANGLE &amp; @theCUBE for the latest on #TechStocks and #EnterpriseTech. #theCUBE #C3AI #AI #EnterpriseTech  buff.ly/417KHZ9 https://t.co/pQewHIyTBj",0,0,0,,"['TechStocks', 'EnterpriseTech', 'theCUBE', 'C3AI', 'AI', 'EnterpriseTech']"
1644373230080372738,0.146,0.854,0.0,-0.34,2023-04-07 16:15:03+00:00,"Samsung engineers make crucial mistake using ChatGPT\, leaking ... - SAMAA English dlvr.it/Sm86XM #chatgpt #AI #openAI",0,1,0,,"['chatgpt', 'AI', 'openAI']"
1644373224661176322,0.0,1.0,0.0,0.0,2023-04-07 16:15:02+00:00,Do brands own the copyright on AI-generated ads? #AI #marketinginsights buff.ly/3ndjGoq,0,0,0,,"['AI', 'marketinginsights']"
1644373224552267776,0.251,0.749,0.0,-0.5719,2023-04-07 16:15:02+00:00,This Tech Giant Accidentally Just Leaked Sensitive Info to ChatGPT - Longview News-Journal dlvr.it/Sm86Wm #chatgpt #AI #openAI,0,0,0,,"['chatgpt', 'AI', 'openAI']"
1644373224271015936,0.0,1.0,0.0,0.0,2023-04-07 16:15:02+00:00,Which emerging technologies are transforming the business landscape? #startupidea #blockchain #5G #AI #MachineLearning #businessowner #investors,0,0,0,,"['startupidea', 'blockchain', '5G', 'AI', 'MachineLearning', 'businessowner', 'investors']"
1644373221163106305,0.0,1.0,0.0,0.0,2023-04-07 16:15:01+00:00,ChatGPT’s new brand integration brings commerce to #AI bit.ly/3ZAHOyV https://t.co/m1ZnXDybxT,0,0,0,,['AI']
1644373215647612928,0.0,1.0,0.0,0.0,2023-04-07 16:15:00+00:00,A survey has revealed that one in four companies have started to replace workers with ChatGPT.  bit.ly/3zCMlWY  #ChatGPT #Employment #Business,0,0,0,,"['ChatGPT', 'Employment', 'Business']"
1644373215509348354,0.162,0.838,0.0,-0.4404,2023-04-07 16:15:00+00:00,Where is all the hysteria about #AI and #ChatGPT and large language sets headed? - mermerlin.com/blog/what-woul… @MERconference,0,0,0,,"['AI', 'ChatGPT']"
1644373204990062592,0.0,0.929,0.071,0.2682,2023-04-07 16:14:57+00:00,$ertha 30% so far 🔥 top gainer no.3🚀🚀   #Kucoin #BTC $BTC  #Bitcoin          #AI #altcoin  #altcoins  #altcoinseason $lina $cfx  $sku $dsla $doge  $tem $enq $halo $mlk $credi $vxv $myria https://t.co/9uizx19yRa,0,0,1,,"['Kucoin', 'BTC', 'Bitcoin', 'AI', 'altcoin', 'altcoins', 'altcoinseason']"
1644373187235307520,0.0,0.949,0.051,0.3612,2023-04-07 16:14:53+00:00,"ChatGPT has 0 access to internet. Any plugins\, tools that claim you can summarize articles\, transcript videos \, or give web access like #WebChatGPT ..they are ""fancy"" copy paste tools. The only info ChatGPT can work with \, is what you enter it into the prompt.  #chatgpt #chatgpt4 https://t.co/tNlgDDjvcK",0,0,0,,"['WebChatGPT', 'chatgpt', 'chatgpt4']"
1644373168482811904,0.0,0.792,0.208,0.6705,2023-04-07 16:14:48+00:00,We asked Google's AI Bard how to increase small business Page Rank. It has some pretty straightforward advice.   #ai #bard #google #smallbusiness https://t.co/gBVq8G3zH0,0,0,0,,"['ai', 'bard', 'google', 'smallbusiness']"
1644373157002788864,0.0,1.0,0.0,0.0,2023-04-07 16:14:46+00:00,Hop on board the AI train or get left behind.  🚂🧠🌬️💨🏃‍♂️  #ai #DigitalMarketing #emailmarketing https://t.co/lqtLilRqqA,0,0,0,,"['ai', 'DigitalMarketing', 'emailmarketing']"
1644373139067895820,0.0,0.66,0.34,0.4754,2023-04-07 16:14:41+00:00,#ChatGPT very helpful for trading too https://t.co/IzgGPXqpJ4,0,0,0,,['ChatGPT']
1644373138766172160,0.073,0.728,0.199,0.7096,2023-04-07 16:14:41+00:00,On the one hand I am frustrated that there is this 25 message rate limiting on #ChatGPT-4 even after paying pretty good subscription $$ for plus... however it does mean I can get to bed tonight.  Feedback left @OpenAI https://t.co/kvnZIJhtJc,3,0,1,,['ChatGPT']
1644373067651600386,0.0,0.94,0.06,0.3182,2023-04-07 16:14:24+00:00,"So what happens when #AI replaces all the workers then realises that\, in fact\, it is all the leaders who are either redundant\, counter-productive\, or actively harmful?  “Useless Eaters” frequent Michelin star restaurants\, too\, you know. https://t.co/Brioh7bL5H",3,1,0,,['AI']
1644373029869289473,0.0,1.0,0.0,0.0,2023-04-07 16:14:15+00:00,Knit Nike Project AI Renders #ai #AIart #AIArtCommuity #aiartist #midjouney #promptengineer #contentpublication https://t.co/WhoRYTh4e4,2,0,0,,"['ai', 'AIart', 'AIArtCommuity', 'aiartist', 'midjouney', 'promptengineer', 'contentpublication']"
